Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match,Keyword
"Chronic inflammation, neutrophil activity, and autoreactivity splits long COVID",https://www.nature.com/articles/s41467-023-40012-7,"MC Woodruff, KS Bonham, FA Anam, TA Walker… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-40012-7,[HTML] nature.com,https://scholar.google.com/citations?user=-oDHlFYAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic resulting from the emergence of the novel beta-coronavirus 
SARS-CoV-2 has been deeply immunologically investigated 1,2 , and is",long_covid
New Phenolic Lipids from the Leaves of Clausena harmandiana Inhibit SARS-CoV-2 Entry into Host Cells,https://www.mdpi.com/1420-3049/28/14/5414,"M Chambon, C Herrscher, D Al Halabi, N François… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5414,[HTML] mdpi.com,,3 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the COVID-19 pandemic 
… antivirals against coronaviruses. In an effort to identify new inhibitors of SARS-CoV-2, a",molecules
Structural delineation and computational design of SARS-CoV-2-neutralizing antibodies against Omicron subvariants,https://www.nature.com/articles/s41467-023-39890-8,"S Moriyama, Y Anraku, S Taminishi, Y Adachi… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-39890-8,[HTML] nature.com,,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) in 2019, the coronavirus 
disease 2019 (COVID-19) pandemic has been a global health issue. SARS-CoV-2 binds the",tech
A Review: Understanding Molecular Mechanisms of Antibody-Dependent Enhancement in Viral Infections,https://www.mdpi.com/2076-393X/11/7/1240,"J Sawant, A Patil, S Kurle - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1240/pdf,[PDF] mdpi.com,https://scholar.google.com/citations?user=4aZ4LggAAAAJ&hl=en&oi=sra,3 days ago,"of coronavirus disease 2019 (COVID-19) severity state. 2021, 93, 5515–5522. 
51.  (ADE) of SARS-CoV-2 infection in recovered COVID-19 patients: Studies based on",molecules
Vacuum foam drying of docetaxel mixed micelles for improved stability and ovarian cancer treatment,https://www.sciencedirect.com/science/article/pii/S1773224723005993,"KS Patil, AA Hajare, AS Manjappa, HS Dol - Journal of Drug Delivery …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=eMQvxtUAAAAJ&hl=en&oi=sra,3 days ago,"Moreover, the Covid19 pandemic highlighted the challenges related to the 
timely  stability for the medium to long term [13,19]. Vacuum Foam Drying (VFD) has been",other_conditions
"The role of attachment representation in the relationship between childhood maltreatment, mental health and parental load: A mediation analysis",https://www.sciencedirect.com/science/article/pii/S0145213423003228,"F Köhler-Dauner, L Peter, JM Fegert, U Ziegenhain… - Child Abuse & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0145213423003228,[HTML] sciencedirect.com,,3 days ago,"each divided into age (14–19 years and 20–96 years).  child's mental health 
during SARS-CoV-2-pandemic. All  during coronavirus (COVID-19) pandemic in Singapore",tech
Application of aptamer-based rapid screening test piece-integrated face mask for detection of viruses,https://www.sciencedirect.com/science/article/pii/S2590137023000717,"YJ Chen, JT Huang - Biosensors and Bioelectronics: X, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2590137023000717,[HTML] sciencedirect.com,,3 days ago,"Coronavirus disease 2019 (COVID-19) has significantly  respiratory 
syndrome-coronavirus 2 (SARS-CoV-2) has become an  The H1N1 hemagglutinin and",detection
SARS-CoV-2 spike protein induces lung endothelial cell dysfunction and thrombo-inflammation depending on the C3a/C3a receptor signalling,https://www.nature.com/articles/s41598-023-38382-5,"L Perico, M Morigi, A Pezzotta, M Locatelli, B Imberti… - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-38382-5,[HTML] nature.com,https://scholar.google.com/citations?user=v_GcwgYAAAAJ&hl=en&oi=sra,3 days ago,"), is the causative agent of the Coronavirus Disease 2019 (COVID-19), which 
… of severe COVID-19, the pathogenetic mechanisms through which SARS-CoV-2 induces",molecules
"The effect of inflammation, SARS-CoV-2 infection, age and mental health on serotonin, and kynurenine and catecholamine pathway metabolites",https://www.sciencedirect.com/science/article/pii/S0306453023003128,"K Hüfner, S Vedova, P Tymoszuk, P Nelles… - …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306453023003128,[HTML] sciencedirect.com,,3 days ago,"SARS-CoV-2 virus is the causal pathogen of coronavirus disease 2019 (COVID-19). 
Apart from sustained physical disability, mental disorders in millions of individuals",wellbeing
"Clinical outcomes by supplemental oxygen use in remdesivir-treated, hospitalised adults with COVID-19",https://www.sciencedirect.com/science/article/pii/S2666991923001227,"N Arber, PL Shah, L Assoumou, C Rokx… - Infectious Diseases …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=T8IHFVAAAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) and  been shown against 
multiple SARS-CoV-2 variants (ie,  increased risk of developing severe COVID-19 (eg, age",other_conditions
"Antiviral and Therapeutic Effects of a Mixture of Boswellia serrata, Commiphora myrrha, and Propolis for SARS-CoV-2",https://journals.sagepub.com/doi/abs/10.1177/1934578X231180709,"MS Yang, YS Lim, B Oh, SC Park… - Natural Product …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/1934578X231180709,[PDF] sagepub.com,https://scholar.google.com/citations?user=p4u3cE4AAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) mainly  in a Syrian hamster 
for SARS-CoV-2 infection, reducing  Boswellia serrata, 51 Commiphora myrrha, 19 and",anti
Attitude and Acceptance towards COVID-19 Booster Doses among Literacy Advantaged Population in Pakistan: A Cross-Sectional Study,https://www.mdpi.com/2076-393X/11/7/1238,"M Ahmad, A Sattar, S Aroosa, A Majeed, MA Rasheed… - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1238,[HTML] mdpi.com,https://scholar.google.com/citations?user=cS70CqoAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19, caused by coronavirus SARS-CoV-2, has claimed billions of lives  
566 million people have been affected by the COVID-19 virus, resulting in more than 6 million",wellbeing
A Review of Circumpolar Arctic Marine Mammal Heath—A Call to Action in a Time of Rapid Environmental Change,https://www.mdpi.com/2076-0817/12/7/937,"A Barratclough, SH Ferguson, C Lydersen, PO Thomas… - Pathogens, 2023 - mdpi.com",https://www.mdpi.com/2076-0817/12/7/937,[HTML] mdpi.com,https://scholar.google.com/citations?user=lzuptfoAAAAJ&hl=en&oi=sra,3 days ago,"Isolated cases of coronavirus in live animals and in animals sampled post-mortem  
In light of the global COVID-19 pandemic, increased screening has been conducted on",social
Better to Be Unpaid than COVID-19 Vaccinated! A Qualitative Study on Italian Nurses Suspended from Work without Salary,https://www.mdpi.com/2076-393X/11/7/1239,"S Picelli, M Danielis, R Zanotti - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1239,[HTML] mdpi.com,https://scholar.google.com/citations?user=Ej_C9BEAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19 pandemic since 30 January 2020, when the World Health Organization 
(WHO) declared the coronavirus  due to the changing nature of the SARS-CoV-2 virus.",tech
Coptisine Inhibits Influenza Virus Replication by Upregulating p21,https://www.mdpi.com/1420-3049/28/14/5398,"MF He, JH Liang, YN Shen, CW Zhang, KY Yang… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5398,[HTML] mdpi.com,,3 days ago,"days ago - The activation of innate antiviral immunity is a promising approach for combatting 
viral infections. In this study, we screened Chinese herbs that activated human immunity",other_conditions
The Perception of Workplace Safety and of Risk of Contagion among Preschool Teachers during the COVID-19 Pandemic,https://www.mdpi.com/2227-9067/10/7/1222,"G Bacci, D Converso, I Sottimano, M Martini - Children, 2023 - mdpi.com",https://www.mdpi.com/2227-9067/10/7/1222,[HTML] mdpi.com,https://scholar.google.com/citations?user=3fpuDiYAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19 risk of contagion and the personal contribution of employees to the 
management of COVID-19  [15], the perceived risk of contracting COVID-19 at work could be",public_health
Statistical Modeling Using a New Distribution with Application in Health Data,https://www.mdpi.com/2227-7390/11/14/3108,"AT Abdulrahman, E Alshawarbeh, MM Abd El-Raouf - Mathematics, 2023 - mdpi.com",https://www.mdpi.com/2227-7390/11/14/3108,[HTML] mdpi.com,https://scholar.google.com/citations?user=N2YsJYwAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic, caused by the SARS-CoV-2 virus, has led to 
unprecedented global challenges for public health systems. Statistical distribution models have",tech
Development of Nano-Sized Copper-Deposited Antimicrobial Air Filters Using a Mixed Melt-Blown Process,https://www.mdpi.com/2079-4991/13/14/2071,"KH Lee, JY Yoo, CJ Park, KH Ahn - Nanomaterials, 2023 - mdpi.com",https://www.mdpi.com/2079-4991/13/14/2071,[HTML] mdpi.com,https://scholar.google.com/citations?user=9fMsHmcAAAAJ&hl=en&oi=sra,3 days ago,"severe acute respiratory syndrome (SARS) and COVID-19, are spreading, with 
many  of aerosolized SARS-coronavirus 2 and SARS-coronavirus 1 viruses within 4–8 h of",tech
Cold-Chain-Food-Related COVID-19 Surveillance in Guangzhou between July 2020 and December 2022,https://www.mdpi.com/2304-8158/12/14/2701,"Z Chen, X Li, J Zhou, T Zhou, T Lin, C Xu, J Yu, K Li… - Foods, 2023 - mdpi.com",https://www.mdpi.com/2304-8158/12/14/2701,[HTML] mdpi.com,,3 days ago,"Some laboratory studies have shown that severe acute respiratory syndrome 
coronavirus 2 (SARS-CoV-2) remains highly stable under refrigerated (ie, 4 C) and freezing (…",tech
In silico techniques for screening of key secondary metabolites of medicinal plants,https://www.sciencedirect.com/science/article/pii/B9780443154577000277,"M Dwivedi, PS Nagar, A Joshi, A Trivedi… - Nanotechnology and In …, 2024 - Elsevier",,,https://scholar.google.com/citations?user=OY8uxK0AAAAJ&hl=en&oi=sra,3 days ago,"by which they inhibit SARS-CoV-2 3CLpro activity and to  responsible for 
the replication of the coronavirus.  of the new coronavirus COVID-19, the effectiveness of the",clinical_trial
Virtual screening and molecular docking for the identification of potential antibreast cancer agents targeting estrogen receptor,https://www.sciencedirect.com/science/article/pii/B9780443154577000058,"VL Bhutadiya, KN Mistry - Nanotechnology and In Silico Tools, 2024 - Elsevier",,,https://scholar.google.com/citations?user=sMaLtFoAAAAJ&hl=en&oi=sra,3 days ago,"Structure-based virtual screening and molecular dynamics of phytochemicals 
derived from Saudi medicinal plants to identify potential COVID-19 therapeutics",other_conditions
A computational approach to identify natural putative inhibitors to combat monkeypox,https://www.sciencedirect.com/science/article/pii/B9780443154577000253,"R Kharwar, M Bhatt, K Patel, S Patel… - Nanotechnology and In …, 2024 - Elsevier",,,https://scholar.google.com/citations?user=mvSTZgwAAAAJ&hl=en&oi=sra,3 days ago,"Globally we succeeded in the Covid-19 situation but we are not sure about 
what will come again in the future in terms of infections and epidemic or pandemic conditions.",molecules
Doubts about the COVID-19 vaccine against pregnancy: public trust and government issues in Indonesia,https://academic.oup.com/jpubhealth/advance-article-abstract/doi/10.1093/pubmed/fdad113/7223814,"R Saputra, Y Lidyawati, K Suhardita… - Journal of Public …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=zgtt23MAAAAJ&hl=en&oi=sra,3 days ago,"The controversy surrounding the coronavirus disease 2019 (COVID-19) 
vaccine is whether to believe in it or be forced by the government to take it.Some people are",tech
Assessment of natural ventilation strategy to decrease the risk of COVID 19 infection at a rural elementary school,https://www.cell.com/heliyon/pdf/S2405-8440(23)05479-8.pdf,"JM Rey-Hernández, Y Arroyo-Gómez… - Heliyon, 2023 - cell.com",https://www.cell.com/heliyon/pdf/S2405-8440(23)05479-8.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=1-ObKxMAAAAJ&hl=en&oi=sra,3 days ago,"when looking at the global pandemic related to SARS-COV-2. This paper 
presents an  the winter months of the Covid 19 pandemic. The school is located in the rural area",public_health
"Down Syndrome is Associated with Altered Frequency and Functioning of Tracheal Multiciliated Cells, and Response to Influenza Virus Infection",https://www.cell.com/iscience/pdf/S2589-0042(23)01438-4.pdf,"SN Thomas, BF Niemeyer, RJ Jimenez-Valdes… - iScience, 2023 - cell.com",https://www.cell.com/iscience/pdf/S2589-0042(23)01438-4.pdf,[PDF] cell.com,,4 days ago,"reported that persons with DS have 4- and 10-fold increased risk for coronavirus 
… of nafamostat against SARS-CoV-2 and seasonal coronaviruses in primary human",other_conditions
Rapid Antigen tests for SARS-CoV-2–A Synopsis of the Medical Evidence,https://www.sciencedirect.com/science/article/pii/S0732889323001372,"C Wertenauer, M Roskos - Diagnostic Microbiology and Infectious …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0732889323001372,[HTML] sciencedirect.com,,4 days ago,"Diagnostic testing for SARS-CoV-2 is important to contain the COVID-19  
SARS-CoV-2 is the cause of the respiratory disease Coronavirus Disease 2019 (COVID-19…",testing
Improving the safety and efficacy of phage therapy from the perspective of phage-mammal interactions,https://academic.oup.com/femsre/advance-article-abstract/doi/10.1093/femsre/fuad042/7223967,"G Zou, L He, J Rao, Z Song, H Du, R Li… - FEMS Microbiology …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=H0XzMz0AAAAJ&hl=en&oi=sra,4 days ago,"days ago - Phage therapy has re-emerged as a promising solution for combating 
antimicrobial-resistant bacterial infections. Increasingly, studies have revealed that phages possess",medication_treatment
Post-COVID-19 rhino-orbito-cerebral mucormycosis-a clinicomycological study from North India,https://academic.oup.com/mmy/advance-article-abstract/doi/10.1093/mmy/myad067/7223978,"J Taneja, K Chatterjee, J Sasidharan… - Medical …, 2023 - academic.oup.com",,,,4 days ago,"caused by SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2 ) 
virus  Invasive fungal infection caused by Fusarium associated with severe COVID-19 has",other_conditions
Prevalence of Long COVID Symptoms Related to SARS-CoV-2 Strains,https://www.mdpi.com/2075-1729/13/7/1558,"T Aloè, F Novelli, G Puppo, V Pinelli, E Barisione… - Life, 2023 - mdpi.com",https://www.mdpi.com/2075-1729/13/7/1558/pdf,[PDF] mdpi.com,https://scholar.google.com/citations?user=sgHrmHMAAAAJ&hl=en&oi=sra,4 days ago,"In conclusion, this real-world study investigated the prevalence of post 
COVID-19  mortality of patients with coronavirus disease 2019 in Genoa, Italy. Clin. Microbiol.",symptoms
Rail freight production in Brazil: Projecting scenarios in times of global uncertainty,https://www.sciencedirect.com/science/article/pii/S2210970623000355,"AG Guimarães, A Couto, A Lobo - Journal of Rail Transport Planning & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2210970623000355,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=IK9S2x8AAAAJ&hl=en&oi=sra,4 days ago,"the little-known corona virus SARS-CoV-2. The resulting COVID-19 disease 
spread so fast  There are many previous studies regarding the COVID-19 short- and long-term",tech
"Novel, accurate pathogen sensors for fast detection of SARS-CoV-2 in the aerosol in seconds for a breathalyzer platform",https://www.sciencedirect.com/science/article/pii/S2590137023000663,"X Shi, P Sadeghi, N Lobandi, S Emam… - … and Bioelectronics: X, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2590137023000663,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=CDuDN48AAAAJ&hl=en&oi=sra,4 days ago,"syndrome coronavirus 2 (SARS-CoV-2) for COVID-19, is critical for mitigating 
the COVID-19 pandemic. Current state-of-the-art pathogen tests for COVID-19 diagnosis are",tech
… anti-viral assessment of phytoconstituents in a traditional (Siddha Medicine) polyherbal formulation–Targeting Mpro and pan-coronavirus post-fusion Spike …,https://www.sciencedirect.com/science/article/pii/S2225411023000809,"SK Mandal, MDMU Rehman, A Katyal… - Journal of Traditional …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2225411023000809,[HTML] sciencedirect.com,,4 days ago,"Novel nature of the viral pathogen SARS-CoV-2 and the absence of standard 
drugs  treatment of viral infections including COVID-19. Coronaviruses (CoV) are positive-…",misc
"COVID-19 mRNA vaccines as hypothetical epigenetic players: Results from an in silico analysis, considerations and perspectives",https://www.sciencedirect.com/science/article/pii/S0264410X23008198,"R Talotta - Vaccine, 2023 - Elsevier",,,,4 days ago,"the global COronaVIrus Disease-19 (COVID-19)  Acute Respiratory Syndrome 
CoronaVirus-2 (SARS-CoV-2), but  RNA genes of SARS-CoV-2 has sequence homology to",tech
Genomic epidemiology of SARS-CoV-2 variants during the first two years of the pandemic in Colombia,https://www.nature.com/articles/s43856-023-00328-3,"C Jimenez-Silva, R Rivero, J Douglas… - Communications …, 2023 - nature.com",https://www.nature.com/articles/s43856-023-00328-3,[HTML] nature.com,https://scholar.google.com/citations?user=u-xjxGcAAAAJ&hl=en&oi=sra,4 days ago,"Here, we aim to understand how SARS-CoV-2, the virus that causes COVID-19, 
spread through Colombia over this time and how the predominant version of the virus (…",public_health
Immune response kinetics following a third heterologous BNT162b2 booster dose after primary two-dose ChAdOx1 vaccination in relation to Omicron …,https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad363/7223892,"JY Ahn, JH Ko, KR Peck, S Bae, SH Kim… - Open Forum …, 2023 - academic.oup.com",https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad363/7223892,[HTML] oup.com,https://scholar.google.com/citations?user=43O4AjsAAAAJ&hl=en&oi=sra,4 days ago,"The coronavirus disease 2019 (COVID-19) pandemic  92 participants with PCR 
confirmed COVID-19 in this cohort;  respiratory syndrome coronavirus 2 (SARS-CoV-2) that",immune
The influence of prolonged instrument manipulation on gas leakage through trocars,https://link.springer.com/article/10.1007/s00464-023-10240-5,"D Robertson, M van Duijn, A Arezzo, Y Mintz… - Surgical …, 2023 - Springer",https://link.springer.com/article/10.1007/s00464-023-10240-5,[HTML] springer.com,https://scholar.google.com/citations?user=d21AhBoAAAAJ&hl=en&oi=sra,4 days ago,"SARS-CoV-2 is known to be viable in aerosols for multiple hours, creating a 
theoretical risk of transmission [11]. Surgeons expressed concern about contracting COVID-19",long_covid
Pediatric unit spending in the North of Italy during the COVID-19 pandemic,https://ijponline.biomedcentral.com/articles/10.1186/s13052-023-01486-9,"R Franceschi, E Maines, A Petrone… - Italian Journal of …, 2023 - ijponline.biomedcentral.com",https://ijponline.biomedcentral.com/articles/10.1186/s13052-023-01486-9,[HTML] biomedcentral.com,https://scholar.google.com/citations?user=84TEySsAAAAJ&hl=en&oi=sra,4 days ago,", Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory 
syndrome coronavirus 2 (SARS-CoV- 2),  The impact of SARS-COV 2 on our Pediatric Unit",pediatric
Has the COVID-19 pandemic changed the utilization and provision of essential health care services from 2019 to 2020 in the primary health care network in …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288387,"S Yaacoub, C Zmeter, L Abou Abbas, E Leresche… - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288387,[HTML] plos.org,https://scholar.google.com/citations?user=2q5lQf8AAAAJ&hl=en&oi=sra,4 days ago,"COVID-19 on the utilization and provision of primary care in Lebanon. The present 
study was part of a larger study on the overall effect of COVID-19  fear of COVID-19 were",tech
Capturing COVID-19 spread and interplay with multi-hop contact tracing intervention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288394,"J Kim, SS Bidokhti, S Sarkar - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288394,[HTML] plos.org,https://scholar.google.com/citations?user=-LKExYgAAAAJ&hl=en&oi=sra,4 days ago,"Throughout the paper we consider the specific context of COVID-19, though 
our formulation can be adapted to any other contagious disease that spreads through contact",public_health
A novel co-culture model for investigation of the effects of LPS-induced macrophage-derived cytokines on brain endothelial cells,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288497,"J Yang, Y Li, A Bhalla, M Maienschein-Cline, K Fukuchi - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288497,[HTML] plos.org,https://scholar.google.com/citations?user=csGAIosAAAAJ&hl=en&oi=sra,4 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2) [79].  COVID-19-asssociated 
cytokine storm has been  the context of SARS-CoV-2 infection (COVID-19). Proc (…",tech
Using real-time ascertainment rate estimate from infection and hospitalization dataset for modeling the spread of infectious disease: COVID-19 case study in …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0287959,"L Přibylová, V Eclerová, O Májek, J Jarkovský, T Pavlík… - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0287959,[HTML] plos.org,https://scholar.google.com/citations?user=7n10Ej0AAAAJ&hl=en&oi=sra,4 days ago,"In the Czech Republic, data on reported SARS-CoV-2-positive individuals 
and COVID-19 patients and their hospital stays are collected and processed by the Information",tech
Upper and/or lower respiratory tract infection caused by human metapneumovirus after allogeneic hematopoietic stem cell transplantation,https://academic.oup.com/jid/advance-article-abstract/doi/10.1093/infdis/jiad268/7223877,"JL Piñana, G Tridello, A Xhaard… - The Journal of …, 2023 - academic.oup.com",,,,4 days ago,", as occurred during the COVID-19 pandemic, a dramatic  to those recently 
reported with SARS-CoV-2 in the allo-HCT  Seasonality of coronaviruses and other respiratory",molecules
Association analysis between symptomology and herpesvirus IgG antibody concentrations in myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) …,https://www.cell.com/heliyon/pdf/S2405-8440(23)05458-0.pdf,"TD Domingues, J Malato, AD Grabowska, JS Lee… - Heliyon, 2023 - cell.com",https://www.cell.com/heliyon/pdf/S2405-8440(23)05458-0.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=C2mzp40AAAAJ&hl=en&oi=sra,4 days ago,"Notwithstanding the recent observation of VZV reactivation after SARS-CoV-2 
infections  COVID Syndrome correlate with symptom 956 severity, Front. Immunol. 13 (2022).",tech
Selection for immune evasion in SARS-CoV-2 revealed by high-resolution epitope mapping and sequence analysis.,https://www.cell.com/iscience/pdf/S2589-0042(23)01471-2.pdf,"A N'Guessan, S Kailasam, F Mostefai, R Poujol… - iScience, 2023 - cell.com",https://www.cell.com/iscience/pdf/S2589-0042(23)01471-2.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=jYjqZM0AAAAJ&hl=en&oi=sra,4 days ago,"of coronavirus infections, including SARS-CoV-2 19-24.  One prevailing view 
in our understanding of COVID-19  hCoVs is a hallmark feature of SARS-CoV-2- 254 infected",tech
COVID-19 pneumonia: Perfusion abnormalities shown on subtraction CT angiography in apparently well-ventilated lungs. A prospective cohort study,https://www.sciencedirect.com/science/article/pii/S2405844023052933,"MG Santamarina, FM Lomakin, I Beddings, DB Riscal… - Heliyon, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2405844023052933,[HTML] sciencedirect.com,,4 days ago,"SARS-CoV-2 infections, sCTA was established as a standard imaging 
procedure for patients that were hospitalized with COVID-19  coronavirus disease 2019 (COVID-19)",genetic_tools
Priority COVID-19 measures in nursing homes,https://www.sciencedirect.com/science/article/pii/S2666142X23000267,"LS van Tol, HJA Smaling, SIM Janus… - International Journal of …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2666142X23000267,[HTML] sciencedirect.com,,4 days ago,"From September 2020 until June 2021, the indistinguishable second and 
third waves of coronavirus infections were ongoing (CBS). By the end of the study period in",Vaccine
Immune evasion and ACE2 binding affinity contribute to SARS-CoV-2 evolution,https://www.nature.com/articles/s41559-023-02123-8,"W Ma, H Fu, F Jian, Y Cao, M Li - Nature Ecology & Evolution, 2023 - nature.com",,,https://scholar.google.com/citations?user=Dh8Tu2QAAAAJ&hl=en&oi=sra,4 days ago,"-quality SARS-CoV-2 genomes 19 . We found that the proportion of mutations 
in the RBD region increased over time, which was mainly due to the excess number of non-…",immune
COVID-19 associated liver injury: An updated review on the mechanisms and management of risk groups,https://www.sciencedirect.com/science/article/pii/S2542568423000363,"Y Shi, M Wang, L Wu, X Li, Z Liao - Liver Research, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2542568423000363,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=ExSGxBcAAAAJ&hl=en&oi=sra,4 days ago,", coronavirus disease 2019 (COVID-19) caused by severe acute respiratory 
syndrome coronavirus 2 (SARS-CoV-2)  abnormalities can occur in patients with COVID-19.",other_conditions
A non-linear optimal control model for illicit drug use and terrorism dynamics in developing countries with time-dependent control variables,https://www.sciencedirect.com/science/article/pii/S2772662223001212,"JO Akanni - Decision Analytics Journal, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2772662223001212,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=xQJFYmIAAAAJ&hl=en&oi=sra,4 days ago,"who studied a co-dynamical model for SARS-CoV-2 and HBV. The suggested 
model  reduce the co-circulation of both SARS-CoV-2 and HBV. Similarly, Akanni and",tech
Gradient Transparency of Semi-IPN PVA/PVME Electrospun Nanofibrous Membrane for Estimating the Remaining Life of Face Mask,https://www.sciencedirect.com/science/article/pii/S0014305723004767,"R Tang, S Gao, J Hou - European Polymer Journal, 2023 - Elsevier",,,,4 days ago,"spread of novel coronavirus disease 2019 (COVID-19)  for prevention and 
control of COVID-19 and PM 2.5 , which  approach to deactivating SARS-CoV-2 by applying an",tech
iSMOD: an integrative browser for image-based single-cell multi-omics data,https://academic.oup.com/nar/advance-article-abstract/doi/10.1093/nar/gkad580/7223586,"W Zhang, J Suo, Y Yan, R Yang, Y Lu… - Nucleic Acids …, 2023 - academic.oup.com",https://academic.oup.com/nar/advance-article-pdf/doi/10.1093/nar/gkad580/50876827/gkad580.pdf,[PDF] oup.com,https://scholar.google.com/citations?user=e4lel8QAAAAJ&hl=en&oi=sra,4 days ago,"also been reported in coronavirus disease 2019 (COVID19) studies. Investigations 
into severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) suggest that the",molecules
Recent progress and prospects for anti-cytokine therapy in preclinical and clinical acute lung injury,https://www.sciencedirect.com/science/article/pii/S1359610123000333,"GP Fadanni, JB Calixto - Cytokine & Growth Factor Reviews, 2023 - Elsevier",,,https://scholar.google.com/citations?user=4EDiauAAAAAJ&hl=en&oi=sra,4 days ago,"Furthermore, large trials of anti-cytokine drugs in patients with COVID-19 have 
… associated to human adenovirus (HAdV), SARS-CoV-2, IAV/H1N1 or bacterial pneumonia,",other_conditions
An agent-based model to simulate SARS-CoV-2 contamination of surfaces and meat cuts in processing plants,https://www.sciencedirect.com/science/article/pii/S0168160523002374,"NDM Luong, L Guillier, M Federighi, Y Guillois… - International Journal of …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=R6kR2RgAAAAJ&hl=en&oi=sra,4 days ago,"food-safety culture during the COVID-19 pandemic, this  on the transmission 
of SARS-CoV-2 using a simulation-… patients with coronavirus disease-2019 (COVID-19). Nat",tech
Decision support tool to define the optimal pool testing strategy for SARS-CoV-2,https://www.sciencedirect.com/science/article/pii/S0167923623001215,"B Barracosa, J Felício, A Carvalho, LM Moreira… - Decision Support …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=am0FdvcAAAAJ&hl=en&oi=sra,4 days ago,"policies during early stages of COVID-19 pandemic [14]  readmissions applying 
it to COVID-19 case study [15].  The ongoing coronavirus disease (SARS-CoV-2) raised",testing
