Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match,Keyword
E-Learning in Higher Education during the COVID-19 Pandemic: A Bibliometric Analysis,https://sciendo.com/pdf/10.2478/picbe-2023-0164,"AL Prioteasa, CN Ciocoiu, L Lazăr… - Proceedings of the …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0164,[PDF] sciendo.com,https://scholar.google.com/citations?user=VTL_wMUAAAAJ&hl=en&oi=sra,3 days ago,"It is undeniable that the COVID-19 pandemic has caused  in the context of 
COVID-19 that captures the main  „COVID-19”, the search string included coronavirus OR",tech
Digital Transformation during COVID-19 Pandemic–a Bibliometric Analysis,https://sciendo.com/pdf/10.2478/picbe-2023-0181,"AC Tîrnovanu, M Năstase, JA Șișu… - Proceedings of the …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0181,[PDF] sciendo.com,https://scholar.google.com/citations?user=Y57pz9kAAAAJ&hl=en&oi=sra,3 days ago,"a variety of keywords related to the COVID-19 pandemic (""COVID-19"" OR ""COVID19"" 
OR ""pandemic"" OR ""coronavirus disease 2019"" OR ""SARS-CoV-2"") and (""digital",tech
Meters Wide: A Failed Mediatic Annexation of Sporting Heroes During Pandemic Times?,https://sciendo.com/article/10.2478/picbe-2023-0130,"VI Roşca, VT Burnar - Proceedings of the International Conference on … - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0130,[PDF] sciendo.com,https://scholar.google.com/citations?user=Iu1zjgUAAAAJ&hl=en&oi=sra,3 days ago,"down the spread of the SARS-CoV-2 virus, people were  find out if and how 
the Covid-19 public health crisis has  the challenges of the Coronavirus pandemic with the aid",tech
AKTIFITAS IMUNNOSTIMULAN EKSTRAK DAUN SUNGKAI SEBAGAI ALTERNATIF OBAT PENINGKAT DAYA TAHAN TUBUH DI MASA PANDEMI COVID-19 …,http://repository.unaja.ac.id/id/eprint/47/1/LAPORAN%20penelitian%20Septa%20Pratama%2C%20S.Farm.%2CM.Sc.T.H.%2CApt%2C%201022109102.pdf,"P Septa, S Farm, AM Sc TH, DP Puspa, S Farm - repository.unaja.ac.id",http://repository.unaja.ac.id/id/eprint/47/1/LAPORAN%20penelitian%20Septa%20Pratama%2C%20S.Farm.%2CM.Sc.T.H.%2CApt%2C%201022109102.pdf,[PDF] unaja.ac.id,,3 days ago,"coronavirus baru yaitu Sars-CoV-2, yang dilaporkan pertama kali di Wuhan 
Tiongkok pada tanggal 31 Desember 2019. COVID-19  virus SARS-Cov-2 penyebab COVID-19…",tech
Patient report on the impact of COVID-19 and living with lung cancer,https://www.jtocrr.org/article/S2666-3643(23)00092-9/abstract,"TM Chihuri, UB Roy, A Moore, AM Baird, TL Grant… - JTO Clinical and … - jtocrr.org",https://www.jtocrr.org/article/S2666-3643(23)00092-9/pdf,[PDF] jtocrr.org,,3 days ago,"Coronavirus disease (COVID-19) is an infectious disease caused by the 
SARS-CoV-2 virus that poses a significant risk of severe morbidity and mortality with",other_conditions
Tackling covid-19 variants,https://www.bmj.com/content/382/bmj.p1603,"K Shioda - bmj, 2023 - bmj.com",,,,3 days ago,"of covid-19 infections.1 Epidemiologists detected an increase in SARS-CoV-2 
positive  . Presence of SARS-Coronavirus-2 RNA in sewage and correlation with reported",Variants
SECURE AND EARLY DETECTION FRAMEWORK FOR COVID-19: STANDARDIZATION OF CLINICAL PROCESS,https://books.google.com/books?hl=en&lr=&id=awbLEAAAQBAJ&oi=fnd&pg=PA297&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=NexqnISxdS&sig=0GYCaKqrpOVxQYwl8nmebPhxDgw,"V PATHAK, AK PANDEY… - … : Recent Trends in AI …, 2023 - books.google.com",,,,3 days ago,"Coronavirus (COVID-19) is the major outbreak in the whole country or we can 
say  COVID-19 is spreading through human touch or by touching the things that came in",other_conditions
Vacuum foam drying of docetaxel mixed micelles for improved stability and ovarian cancer treatment,https://www.sciencedirect.com/science/article/pii/S1773224723005993,"KS Patil, AA Hajare, AS Manjappa, HS Dol - Journal of Drug Delivery …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=eMQvxtUAAAAJ&hl=en&oi=sra,3 days ago,"Moreover, the Covid19 pandemic highlighted the challenges related to the 
timely  stability for the medium to long term [13,19]. Vacuum Foam Drying (VFD) has been",other_conditions
An outbreak investigation of parechovirus-A3 in a newborn nursery,https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/an-outbreak-investigation-of-parechovirusa3-in-a-newborn-nursery/6FE10ADD4DE087ED4AE238D2283CC440,"Y Aizawa, K Saeki, K Mori, T Ikuse… - Infection Control & …, 2023 - cambridge.org",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6FE10ADD4DE087ED4AE238D2283CC440/S0899823X23001423a.pdf/an_outbreak_investigation_of_parechovirusa3_in_a_newborn_nursery.pdf,[PDF] cambridge.org,https://scholar.google.com/citations?user=9NHhJpkAAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) was  with a Loopamp 
2019-SARS-CoV-2 Detection Reagent Kit (… of novel coronavirus disease (COVID-19) using loop-…",public_health
"The role of attachment representation in the relationship between childhood maltreatment, mental health and parental load: A mediation analysis",https://www.sciencedirect.com/science/article/pii/S0145213423003228,"F Köhler-Dauner, L Peter, JM Fegert, U Ziegenhain… - Child Abuse & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0145213423003228,[HTML] sciencedirect.com,,3 days ago,"each divided into age (14–19 years and 20–96 years).  child's mental health 
during SARS-CoV-2-pandemic. All  during coronavirus (COVID-19) pandemic in Singapore",tech
Application of aptamer-based rapid screening test piece-integrated face mask for detection of viruses,https://www.sciencedirect.com/science/article/pii/S2590137023000717,"YJ Chen, JT Huang - Biosensors and Bioelectronics: X, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2590137023000717,[HTML] sciencedirect.com,,3 days ago,"Coronavirus disease 2019 (COVID-19) has significantly  respiratory 
syndrome-coronavirus 2 (SARS-CoV-2) has become an  The H1N1 hemagglutinin and",detection
SARS-CoV-2 spike protein induces lung endothelial cell dysfunction and thrombo-inflammation depending on the C3a/C3a receptor signalling,https://www.nature.com/articles/s41598-023-38382-5,"L Perico, M Morigi, A Pezzotta, M Locatelli, B Imberti… - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-38382-5,[HTML] nature.com,https://scholar.google.com/citations?user=v_GcwgYAAAAJ&hl=en&oi=sra,3 days ago,"), is the causative agent of the Coronavirus Disease 2019 (COVID-19), which 
… of severe COVID-19, the pathogenetic mechanisms through which SARS-CoV-2 induces",molecules
"The effect of inflammation, SARS-CoV-2 infection, age and mental health on serotonin, and kynurenine and catecholamine pathway metabolites",https://www.sciencedirect.com/science/article/pii/S0306453023003128,"K Hüfner, S Vedova, P Tymoszuk, P Nelles… - …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306453023003128,[HTML] sciencedirect.com,,3 days ago,"SARS-CoV-2 virus is the causal pathogen of coronavirus disease 2019 (COVID-19). 
Apart from sustained physical disability, mental disorders in millions of individuals",wellbeing
"Clinical outcomes by supplemental oxygen use in remdesivir-treated, hospitalised adults with COVID-19",https://www.sciencedirect.com/science/article/pii/S2666991923001227,"N Arber, PL Shah, L Assoumou, C Rokx… - Infectious Diseases …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=T8IHFVAAAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) and  been shown against 
multiple SARS-CoV-2 variants (ie,  increased risk of developing severe COVID-19 (eg, age",other_conditions
COVID-19 risks from handling the deceased,https://ncceh.ca/resources/evidence-briefs/covid-19-risks-handling-deceased,J O'Keeffe - ncceh.ca,https://ncceh.ca/resources/evidence-briefs/covid-19-risks-handling-deceased,[HTML] ncceh.ca,https://scholar.google.com/citations?user=78t9R3sAAAAJ&hl=en&oi=sra,3 days ago,"of persistence of SARS-CoV-2 post-mortem, transmission events resulting 
from handling of dead bodies, and evidence on incidence of COVID-19 infection or mortality",public_health
Synthesis of antivirals applying Green Chemistry principles,https://diposit.ub.edu/dspace/handle/2445/200629,L Flix Rubio - 2023 - diposit.ub.edu,https://diposit.ub.edu/dspace/bitstream/2445/200629/1/TFG_QU%20Flix%20Rubio%2C%20Laia.pdf,[PDF] ub.edu,,3 days ago,"as COVID-19, caused by the SARS-CoV-2 virus34 belonging to the 
Orthocoronavirinae family. Coronaviruses  SARS-CoV-2 virus created an urgent need for",anti
"Antiviral and Therapeutic Effects of a Mixture of Boswellia serrata, Commiphora myrrha, and Propolis for SARS-CoV-2",https://journals.sagepub.com/doi/abs/10.1177/1934578X231180709,"MS Yang, YS Lim, B Oh, SC Park… - Natural Product …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/1934578X231180709,[PDF] sagepub.com,https://scholar.google.com/citations?user=p4u3cE4AAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) mainly  in a Syrian hamster 
for SARS-CoV-2 infection, reducing  Boswellia serrata, 51 Commiphora myrrha, 19 and",anti
"Fundamental Analysis of PT. Bank Syariah Indonesia, Tbk Post Covid-19 Pandemic",https://www.jurnal.syekhnurjati.ac.id/index.php/amwal/article/view/12320,"MM Hadi - Al-Amwal: Jurnal Ekonomi dan Perbankan Syari' …, 2023 - jurnal.syekhnurjati.ac.id",https://www.jurnal.syekhnurjati.ac.id/index.php/amwal/article/viewFile/12320/5296,[PDF] syekhnurjati.ac.id,,3 days ago,"The Covid-19 case appeared for the first time in China to be  Corona virus 
severe acute respiratory syndrome-2 (SARS-CoV-2) and the name of the disease as Covid-19.",tech
Evaluation of health worker acceptance and tolerance of respirators in clinical practice–An Australian Perspective,https://www.ajicjournal.org/article/S0196-6553(23)00504-7/abstract,"S Jain, K Dempsey, K Clezy, P Bradd - American Journal of Infection … - ajicjournal.org",,,,3 days ago,"introduced during the COVID-19 pandemic was the  acute respiratory 
syndrome coronavirus 2 (SARS-CoV-2),  of very high transmission of SARS-CoV-2, most health",other_conditions
Sustainable Laboratory Capacity Building in Sierra Leone: From Ebola to COVID-19,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.120?viewType=HTML,"L Wang, AB Tia, B Xu, X Qi, D Harding - China CDC Weekly, 2023 - weekly.chinacdc.cn",https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.120?viewType=HTML,[HTML] chinacdc.cn,,3 days ago,"SARS-CoV-2 virus. It began testing its first suspected coronavirus disease 
2019 (COVID-19) sample on February 14, 2020, signifying the onset of emergency COVID-19",tech
NEW VIRAL DISEASES AND NEW POSSIBLE REMEDIES THROUGH THE PHARMACOLOGY OF THE RENIN-ANGIOTENSIN SYSTEM.,https://iris.unito.it/bitstream/2318/1919950/1/sansoe%202023%20%20J%20Renin%20Angiotensin%20Aldosterone%20System.pdf,"S Giovanni, M Aragno - JRAAS, 2023 - iris.unito.it",https://iris.unito.it/bitstream/2318/1919950/1/sansoe%202023%20%20J%20Renin%20Angiotensin%20Aldosterone%20System.pdf,[PDF] unito.it,,3 days ago,"(MERS), and coronavirus disease of 2019 (Covid-19). The  acute respiratory 
syndrome coronavirus 2 (SARS-CoV-2)  To date, Covid-19 has been diagnosed in more than",molecules
High-resolution map of the Fc-functions mediated by COVID-19 neutralizing antibodies (preprint),https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/fr/ppzbmed-10.1101.2023.07.10.548360,"I Paciello, G Maccari, E Pantano, E Andreano… - 2023 - pesquisa.bvsalud.org",,,https://scholar.google.com/citations?user=UnPhUNoAAAAJ&hl=en&oi=sra,3 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2)  no longer neutralizing 
SARS-CoV-2 Omicron variants  -antibody response to SARS-CoV-2 and suggest that the",molecules
Proteome profiling of nasopharynx reveals pathophysiological signature of COVID-19 disease severity (preprint),https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/fr/ppzbmed-10.1101.2023.07.09.548285,"A Ooi, LE Esau, A Pugachev, A Groen, RS Mfarrej… - 2023 - pesquisa.bvsalud.org",,,https://scholar.google.com/citations?user=SOW7QsIAAAAJ&hl=en&oi=sra,3 days ago,"coronavirus SARS-CoV-2 is a characteristic manifestation of severe coronavirus 
disease 2019 (COVID-19… with mild and severe COVID-19 symptoms, including non-…",genetic_tools
COVID-19: From Emergence to Endemicity-A Comprehensive Review (preprint),https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/fr/ppzbmed-10.20944.preprints202307.0699.v1,"R Naik, S Avula, SK Palleti, J Gummadi… - 2023 - pesquisa.bvsalud.org",,,https://scholar.google.com/citations?user=c1DTarYAAAAJ&hl=en&oi=sra,3 days ago,"), later renamed Coronavirus Disease 2019 (COVID-19) was first identified in 
Wuhan,  of COVID-19. This study comprehensively assesses of the SARS-CoV-2 virology,",public_health
Attitude and Acceptance towards COVID-19 Booster Doses among Literacy Advantaged Population in Pakistan: A Cross-Sectional Study,https://www.mdpi.com/2076-393X/11/7/1238,"M Ahmad, A Sattar, S Aroosa, A Majeed, MA Rasheed… - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1238,[HTML] mdpi.com,https://scholar.google.com/citations?user=cS70CqoAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19, caused by coronavirus SARS-CoV-2, has claimed billions of lives  
566 million people have been affected by the COVID-19 virus, resulting in more than 6 million",wellbeing
A Review of Circumpolar Arctic Marine Mammal Heath—A Call to Action in a Time of Rapid Environmental Change,https://www.mdpi.com/2076-0817/12/7/937,"A Barratclough, SH Ferguson, C Lydersen, PO Thomas… - Pathogens, 2023 - mdpi.com",https://www.mdpi.com/2076-0817/12/7/937,[HTML] mdpi.com,https://scholar.google.com/citations?user=lzuptfoAAAAJ&hl=en&oi=sra,3 days ago,"Isolated cases of coronavirus in live animals and in animals sampled post-mortem  
In light of the global COVID-19 pandemic, increased screening has been conducted on",social
Better to Be Unpaid than COVID-19 Vaccinated! A Qualitative Study on Italian Nurses Suspended from Work without Salary,https://www.mdpi.com/2076-393X/11/7/1239,"S Picelli, M Danielis, R Zanotti - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1239,[HTML] mdpi.com,https://scholar.google.com/citations?user=Ej_C9BEAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19 pandemic since 30 January 2020, when the World Health Organization 
(WHO) declared the coronavirus  due to the changing nature of the SARS-CoV-2 virus.",tech
Coptisine Inhibits Influenza Virus Replication by Upregulating p21,https://www.mdpi.com/1420-3049/28/14/5398,"MF He, JH Liang, YN Shen, CW Zhang, KY Yang… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5398,[HTML] mdpi.com,,3 days ago,"days ago - The activation of innate antiviral immunity is a promising approach for combatting 
viral infections. In this study, we screened Chinese herbs that activated human immunity",other_conditions
The Perception of Workplace Safety and of Risk of Contagion among Preschool Teachers during the COVID-19 Pandemic,https://www.mdpi.com/2227-9067/10/7/1222,"G Bacci, D Converso, I Sottimano, M Martini - Children, 2023 - mdpi.com",https://www.mdpi.com/2227-9067/10/7/1222,[HTML] mdpi.com,https://scholar.google.com/citations?user=3fpuDiYAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19 risk of contagion and the personal contribution of employees to the 
management of COVID-19  [15], the perceived risk of contracting COVID-19 at work could be",public_health
Statistical Modeling Using a New Distribution with Application in Health Data,https://www.mdpi.com/2227-7390/11/14/3108,"AT Abdulrahman, E Alshawarbeh, MM Abd El-Raouf - Mathematics, 2023 - mdpi.com",https://www.mdpi.com/2227-7390/11/14/3108,[HTML] mdpi.com,https://scholar.google.com/citations?user=N2YsJYwAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic, caused by the SARS-CoV-2 virus, has led to 
unprecedented global challenges for public health systems. Statistical distribution models have",tech
Prevalence of COVID-19 vaccines among Damascus hospital nurses and evaluation of side effects,https://www.researchsquare.com/article/rs-3165038/latest,"A Juratli, Y Muhnna, L Nahas - 2023 - researchsquare.com",https://www.researchsquare.com/article/rs-3165038/latest.pdf,[PDF] researchsquare.com,,3 days ago,"Since the beginning of the coronavirus disease 2019 (COVID-19) pandemic,  
group for SARS-CoV-2 infection. As of the date of this study (April 15, 2023), COVID-19 has",Vaccine
Cardiovascular SARS-CoV-2 Tropism and Immunopathology,https://search.proquest.com/openview/145c057d1cc646b0b3959aa59b4444d7/1?pq-origsite=gscholar&cbl=18750&diss=y,O Dmytrenko - 2023 - search.proquest.com,,,,3 days ago,"coronavirus (SARS). It outlines the epidemiology and pathophysiology of 
cardiovascular sequelae of COVID-19, focusing on direct SARS-CoV-2  COVID-19 research.",Lung_Cardio
Cellular Conflicts Between RNA Virus and Host Biology,https://search.proquest.com/openview/ce7b0df80864e8c87d068f711d83c997/1?pq-origsite=gscholar&cbl=18750&diss=y,S Uhl - 2023 - search.proquest.com,,,,3 days ago,"on SARS-CoV-2. During those years, I was involved in many different 
projects related to SARS-CoV-2 and COVID-19.  respiratory syndrome coronavirus 2 (SARS-CoV-2),",molecules
Long-Term Psychological Adaptation of US Human Resource Personnel in Response to the COVID-19 Pandemic,https://search.proquest.com/openview/df3d6bf642bec466abf6c44d5b1564cf/1?pq-origsite=gscholar&cbl=18750&diss=y,SA Denson - 2023 - search.proquest.com,,,,3 days ago,"1 Chapter 1: Introduction to the Study The societal disruption created by the 
COVID-19 pandemic (caused by the SARS-CoV-2 virus, and hereinafter referred to as the",long_covid
Anxiety Risk Factors and Social Isolation Among Young Adults,https://search.proquest.com/openview/14928cac834fda6a8a2f4e7b43a37476/1?pq-origsite=gscholar&cbl=18750&diss=y,JS Clancy - 2023 - search.proquest.com,,,,3 days ago,"1 Chapter 1: Introduction to the Study The coronavirus disease 2019 (COVID-19) 
or SARS-CoV-2 is a contagious disease that emerged in December 2019 and rapidly",social
Experiences and Attitudes Regarding the Availability and Usage of Telemedicine Services Among Providers During a Pandemic,https://search.proquest.com/openview/26f4f2a6775e590f3756e89689ec830d/1?pq-origsite=gscholar&cbl=18750&diss=y,KG Brooks - 2023 - search.proquest.com,,,,3 days ago,"Coronavirus (COVID-19): An infectious disease caused by the SARS-CoV-2 
virus that can spread from an infected person's mouth or nose in small liquid particles when",tech
Telehealth Functional Behavior Assessment in Practice: A Demonstration of the Clinical Utility of Dynamic Probability Analyses and Estimates of Contingency Strength,https://search.proquest.com/openview/acc181bcf961a0321b31a2da4ceee519/1?pq-origsite=gscholar&cbl=18750&diss=y,LM Reuter-Yuill - 2023 - search.proquest.com,,,,3 days ago,"of SARS-CoV-2 and acceleration of coronavirus disease  case of the coronavirus 
disease (COVID-19) in United  spread of SARS-CoV-2, the virus that causes COVID-19,",other_conditions
Language Barrier: An Unmet Challenge for Low Screening of Colorectal Cancer Among Hispanic Americans in Texas,https://search.proquest.com/openview/c3a5027b3a63f07c47ca21fd58468b8a/1?pq-origsite=gscholar&cbl=18750&diss=y,M Owusu - 2023 - search.proquest.com,,,,3 days ago,"For example, the emergence of the severe acute respiratory syndrome coronavirus 
2 (SARS-CoV-2), which causes COVID-19 compelled healthcare providers to postpone",other_conditions
"The Obesity-Associated B Cell Expression of T-Bet Promotes Inflammation, Drives Metabolic Dysfunction, and Influences Humoral Immune Responses to …",https://search.proquest.com/openview/dcf8ad53b4da94fe50f708c190f2f107/1?pq-origsite=gscholar&cbl=18750&diss=y,C Vanz - 2023 - search.proquest.com,,,https://scholar.google.com/citations?user=CyJBuvkAAAAJ&hl=en&oi=sra,3 days ago,"and mortality during the COVID-19 pandemic. Several literature reviews 
compiled during the pandemic reported that obese patients were more at risk for COVID-19related",immune
Assessing the Biological Activities of DNA-Templated Silver Nanoclusters and Furthering the Characterization of Nucleic Acid Nanoparticles,https://search.proquest.com/openview/a982160c4a95f6683335baa94d2699d2/1?pq-origsite=gscholar&cbl=18750&diss=y,LA Rolband - 2023 - search.proquest.com,,,https://scholar.google.com/citations?user=Sms56boAAAAJ&hl=en&oi=sra,3 days ago,"which led the fight against SARS-CoV-2, it is unlikely that  model DNA and 
RNA based structures16, 19, 27, 29. The  vaccines against the COVID19 virus have highlighted",molecules
Development of Nano-Sized Copper-Deposited Antimicrobial Air Filters Using a Mixed Melt-Blown Process,https://www.mdpi.com/2079-4991/13/14/2071,"KH Lee, JY Yoo, CJ Park, KH Ahn - Nanomaterials, 2023 - mdpi.com",https://www.mdpi.com/2079-4991/13/14/2071,[HTML] mdpi.com,https://scholar.google.com/citations?user=9fMsHmcAAAAJ&hl=en&oi=sra,3 days ago,"severe acute respiratory syndrome (SARS) and COVID-19, are spreading, with 
many  of aerosolized SARS-coronavirus 2 and SARS-coronavirus 1 viruses within 4–8 h of",tech
Mathematical Modelling of Virus Spreading in COVID-19,https://www.preprints.org/manuscript/202307.0965,"L Luo, J Lv - 2023 - preprints.org",https://www.preprints.org/manuscript/202307.0965/download/final_file,[PDF] preprints.org,,3 days ago,"of COVID-19 are taken from WHO (https://covid19.who.… database (https://ourworldindata.org/coronavirus) 
for  Among tens of millions of SARS-CoV-2 cases in one city,",tech
Cold-Chain-Food-Related COVID-19 Surveillance in Guangzhou between July 2020 and December 2022,https://www.mdpi.com/2304-8158/12/14/2701,"Z Chen, X Li, J Zhou, T Zhou, T Lin, C Xu, J Yu, K Li… - Foods, 2023 - mdpi.com",https://www.mdpi.com/2304-8158/12/14/2701,[HTML] mdpi.com,,3 days ago,"Some laboratory studies have shown that severe acute respiratory syndrome 
coronavirus 2 (SARS-CoV-2) remains highly stable under refrigerated (ie, 4 C) and freezing (…",tech
In silico techniques for screening of key secondary metabolites of medicinal plants,https://www.sciencedirect.com/science/article/pii/B9780443154577000277,"M Dwivedi, PS Nagar, A Joshi, A Trivedi… - Nanotechnology and In …, 2024 - Elsevier",,,https://scholar.google.com/citations?user=OY8uxK0AAAAJ&hl=en&oi=sra,3 days ago,"by which they inhibit SARS-CoV-2 3CLpro activity and to  responsible for 
the replication of the coronavirus.  of the new coronavirus COVID-19, the effectiveness of the",clinical_trial
Total network controllability analysis discovers explainable drugs for Covid-19 treatment,https://www.researchsquare.com/article/rs-3147521/latest,"X Wei, C Pan, X Zhang, W Zhang - 2023 - researchsquare.com",,,https://scholar.google.com/citations?user=Si5KtT0AAAAJ&hl=en&oi=sra,3 days ago,"The devastating Covid-19 pandemic caused by the severe acute respiratory  
coronavirus 2 (SARS-CoV-2) 1, 2 wreaked global havoc on all walks of life. SARS-CoV-2 and",tech
Virtual screening and molecular docking for the identification of potential antibreast cancer agents targeting estrogen receptor,https://www.sciencedirect.com/science/article/pii/B9780443154577000058,"VL Bhutadiya, KN Mistry - Nanotechnology and In Silico Tools, 2024 - Elsevier",,,https://scholar.google.com/citations?user=sMaLtFoAAAAJ&hl=en&oi=sra,3 days ago,"Structure-based virtual screening and molecular dynamics of phytochemicals 
derived from Saudi medicinal plants to identify potential COVID-19 therapeutics",other_conditions
Lung ultrasound score as a predictor of failure to wean COVID-19 patients off mechanical ventilation: a prospective observational study,https://www.researchsquare.com/article/rs-3155874/latest,"Y Wang, F Zhang, Y Yao, Y Chen, C Wu, R Wang… - 2023 - researchsquare.com",,,,3 days ago,"in two-thirds of critically ill COVID-19 patients [31]. This distention may reflect 
direct gastrointestinal effects of SARS-CoV-2 and gastrointestinal dyskinesia due to heavy",tech
A computational approach to identify natural putative inhibitors to combat monkeypox,https://www.sciencedirect.com/science/article/pii/B9780443154577000253,"R Kharwar, M Bhatt, K Patel, S Patel… - Nanotechnology and In …, 2024 - Elsevier",,,https://scholar.google.com/citations?user=mvSTZgwAAAAJ&hl=en&oi=sra,3 days ago,"Globally we succeeded in the Covid-19 situation but we are not sure about 
what will come again in the future in terms of infections and epidemic or pandemic conditions.",molecules
"Synthesis of 6, 6-Dimethyl-3-azabicyclo [3.1. 0] hexane via Ru (II)-Catalyzed Intramolecular Cyclopropanation",https://www.researchsquare.com/article/rs-3113159/latest,"Y Li, Y Ma, S Cheng, C Dong, X Zhong, J Xu, Y Zhao - 2023 - researchsquare.com",,,,3 days ago,"in the synthesis of pf-07321332 [4–7], an oral drug used to treat COVID-19.  
Structural insights into Nirmatrelvir (PF-07321332)-3C-like SARS-CoV-2 protease complexation…",molecules
Isolation and characterization of neutralizing monoclonal antibodies from a large panel of murine antibodies against RBD of the SARS-CoV-2 Spike protein,https://www.researchsquare.com/article/rs-3142062/latest,"E D'Acunto, A Muzi, S Marchese, L Donnici, V Chiarini… - 2023 - researchsquare.com",,,https://scholar.google.com/citations?user=4XmBoUwAAAAJ&hl=en&oi=sra,3 days ago,"Background Coronavirus disease 2019 (COVID-19)  Despite this, it is 
conceivable that COVID-19 will continue to  domain (RBD) of the SARS-CoV-2 Spike (S) protein.",tech
Persistently raised blood pressure following coronavirus disease 2019 vaccines: Implication for future systematic research and monitoring,https://www.ejinme.com/article/S0953-6205(23)00237-6/abstract,"S Patamatamkul, M Potongcamphan - European Journal of Internal …, 2023 - ejinme.com",,,https://scholar.google.com/citations?user=cdedkN8AAAAJ&hl=en&oi=sra,3 days ago,"During the global coronavirus disease 2019 (COVID-19) pandemic, an 
extensive  that COVID-19 vaccination could potentially lead to an increase in blood pressure [",tech
Doubts about the COVID-19 vaccine against pregnancy: public trust and government issues in Indonesia,https://academic.oup.com/jpubhealth/advance-article-abstract/doi/10.1093/pubmed/fdad113/7223814,"R Saputra, Y Lidyawati, K Suhardita… - Journal of Public …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=zgtt23MAAAAJ&hl=en&oi=sra,3 days ago,"The controversy surrounding the coronavirus disease 2019 (COVID-19) 
vaccine is whether to believe in it or be forced by the government to take it.Some people are",tech
Assessment of natural ventilation strategy to decrease the risk of COVID 19 infection at a rural elementary school,https://www.cell.com/heliyon/pdf/S2405-8440(23)05479-8.pdf,"JM Rey-Hernández, Y Arroyo-Gómez… - Heliyon, 2023 - cell.com",https://www.cell.com/heliyon/pdf/S2405-8440(23)05479-8.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=1-ObKxMAAAAJ&hl=en&oi=sra,3 days ago,"when looking at the global pandemic related to SARS-COV-2. This paper 
presents an  the winter months of the Covid 19 pandemic. The school is located in the rural area",public_health
"Down Syndrome is Associated with Altered Frequency and Functioning of Tracheal Multiciliated Cells, and Response to Influenza Virus Infection",https://www.cell.com/iscience/pdf/S2589-0042(23)01438-4.pdf,"SN Thomas, BF Niemeyer, RJ Jimenez-Valdes… - iScience, 2023 - cell.com",https://www.cell.com/iscience/pdf/S2589-0042(23)01438-4.pdf,[PDF] cell.com,,4 days ago,"reported that persons with DS have 4- and 10-fold increased risk for coronavirus 
… of nafamostat against SARS-CoV-2 and seasonal coronaviruses in primary human",other_conditions
Rapid Antigen tests for SARS-CoV-2–A Synopsis of the Medical Evidence,https://www.sciencedirect.com/science/article/pii/S0732889323001372,"C Wertenauer, M Roskos - Diagnostic Microbiology and Infectious …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0732889323001372,[HTML] sciencedirect.com,,4 days ago,"Diagnostic testing for SARS-CoV-2 is important to contain the COVID-19  
SARS-CoV-2 is the cause of the respiratory disease Coronavirus Disease 2019 (COVID-19…",testing
