Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match
SARS-CoV-2 spike protein receptor-binding domain perturbates intracellular calcium homeostasis and impairs pulmonary vascular endothelial cells,https://www.nature.com/articles/s41392-023-01556-8,"K Yang, S Liu, H Yan, W Lu, X Shan, H Chen… - … and Targeted Therapy, 2023 - nature.com",https://www.nature.com/articles/s41392-023-01556-8,[HTML] nature.com,https://scholar.google.com/citations?user=LzdBKgYAAAAJ&hl=en&oi=sra,3 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2)  SARS-CoV-2 
infection, and targeted inhibition of TRPV4 is a candidate therapeutic approach against COVID-19,"
Politicizing Vaccination Requirements: American University Responses in the Era of COVID-19,https://link.springer.com/article/10.1057/s41307-023-00319-y,"TS Garland, K McGuffee, D Ford, E Dotson - Higher Education Policy, 2023 - Springer",,,https://scholar.google.com/citations?user=A7ZLNwYAAAAJ&hl=en&oi=sra,3 days ago,"(2021) noted that the failure to detect a significant change in COVID-19 vaccination 
… community protection against the coronavirus via widespread vaccination” (para 11)."
Exploring Health Information Seeking Among Participants from a Black Ethnic Group in the UK: a Qualitative Study,https://link.springer.com/article/10.1007/s40615-023-01713-3,"A Ndungu, L Nellums, L Bramley - Journal of Racial and Ethnic Health …, 2023 - Springer",,,,3 days ago,"of COVID-19 infections and adverse clinical outcomes including hospitalization, 
intensive care unit admission, and mortality. The COVID-19  affected by COVID-19, vaccine"
COVID-19 lessons to protect populations against future pandemics by implementing PPPM principles in healthcare,https://link.springer.com/article/10.1007/s13167-023-00331-7,"C Tian, L Balmer, X Tan - EPMA Journal, 2023 - Springer",https://link.springer.com/article/10.1007/s13167-023-00331-7,[HTML] springer.com,,3 days ago,"index terms “COVID-19 or coronavirus disease 2019 or SARS-CoV-2”. The 
number of published articles in 2020 grew considerably, indicating that COVID-19 became a"
Membrane activity of viral proteins,https://link.springer.com/article/10.1007/s12551-023-01097-y,"Z Denieva - Biophysical Reviews, 2023 - Springer",,,,3 days ago,"for antiviral drugs against COVID-19, much attention is  However, the emergence 
of new SARS-CoV-2 coronavirus  For coronavirus SARS-CoV-2, I study the influence of its"
Discovery of novel thiazole derivatives as anti‐breast cancer agents (MCF‐7) and validation of homologous effects on SARS‐CoV‐2 virus using in silico approaches,https://onlinelibrary.wiley.com/doi/abs/10.1002/vjch.202200204,"NM Quang, BTT Linh, TT Uyen… - Vietnam Journal of …, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/pdf/10.1002/vjch.202200204,[PDF] wiley.com,https://scholar.google.com/citations?user=xu7OHBYAAAAJ&hl=en&oi=sra,3 days ago,"a trial of a cancer drug for the SARS-CoV-2 cell line. In  that also shows 
potential in treating COVID-19.[2] In recent  ) of SARS-CoV-2: Mpro is a coronavirus enzyme that"
Safety Signal Generation for Sudden Sensorineural Hearing Loss Following Messenger RNA COVID-19 Vaccination: Postmarketing Surveillance Using the …,https://publichealth.jmir.org/2023/1/e45263,"H Thai-Van, MB Valnet-Rabier… - JMIR Public Health …, 2023 - publichealth.jmir.org",https://publichealth.jmir.org/2023/1/e45263,[HTML] jmir.org,,3 days ago,"SARS-CoV-2, the coronavirus responsible for COVID-… have linked SSNHL 
cases to the COVID-19 outbreak [18-30]. The SARS-CoV-2 spike glycoprotein is known to have"
Acinetobacter baumannii Bloodstream Infections in the COVID-19 Era: A Comparative Analysis between COVID-19 and Non-COVID-19 Critically Ill Patients,https://www.mdpi.com/2076-2607/11/7/1811,"I Andrianopoulos, T Maniatopoulou, N Lagos… - Microorganisms, 2023 - mdpi.com",https://www.mdpi.com/2076-2607/11/7/1811/pdf,[PDF] mdpi.com,,3 days ago,"Patients with a current COVID-19 infection and a  coronavirus 2 (SARS-CoV-2) 
formed group A and patients without COVID-19 infection and a negative PCR SARS-CoV-2"
"Mutations of SARS-CoV-2 Structural Proteins in the Alpha, Beta, Gamma, and Delta Variants: Bioinformatics Analysis",https://bioinform.jmir.org/2023/1/e43906/,"SR Khetran, R Mustafa - JMIR Bioinformatics and Biotechnology, 2023 - bioinform.jmir.org",https://bioinform.jmir.org/2023/1/e43906/,[HTML] jmir.org,,3 days ago,"variant proteins and some previously reported β-coronavirus proteins indicated 
that  of SARS-CoV-2, was first detected in India during the second wave of the COVID-19"
Reduced Humoral and Cellular Immune Response to Primary COVID-19 mRNA Vaccination in Kidney Transplanted Children Aged 5–11 Years,https://www.mdpi.com/1999-4915/15/7/1553,"JK Lalia, R Schild, M Lütgehetmann, GA Dunay… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1553,[HTML] mdpi.com,,3 days ago,"The situation of limited data concerning the response to COVID-19 mRNA 
vaccinations in  glycoprotein of SARS-CoV-2 Wuhan Hu-1 and Omicron BA.5. Antibodies against"
Changes in Peripheral Immune Cells after the Third Dose of SARS-CoV-2 mRNA-BNT162b2 Vaccine and Disease Outcomes in Cancer Patients Receiving …,https://www.mdpi.com/2072-6694/15/14/3625,"F Nelli, C Signorelli, A Fabbri, D Giannarelli, A Virtuoso… - Cancers, 2023 - mdpi.com",https://www.mdpi.com/2072-6694/15/14/3625,[HTML] mdpi.com,https://scholar.google.com/citations?user=AJl314YAAAAJ&hl=en&oi=sra,3 days ago,"International standards recommend booster immunization against SARS-CoV-2 
in  The results from this study provide evidence that COVID-19 vaccination is unlikely to"
An Observational Study to Develop a Predictive Model for Bacterial Pneumonia Diagnosis in Severe COVID-19 Patients—C19-PNEUMOSCORE,https://www.mdpi.com/2077-0383/12/14/4688,"ES Tanzarella, J Vargas, M Menghini… - Journal of Clinical …, 2023 - mdpi.com",https://www.mdpi.com/2077-0383/12/14/4688,[HTML] mdpi.com,,3 days ago,"syndrome coronavirus 2 (SARS-CoV-2)  SARS-CoV-2 infection; indeed, we 
cannot extrapolate that the score may also be effective in viral infections other than COVID-19."
"Advances in Simple, Rapid, and Contamination-Free Instantaneous Nucleic Acid Devices for Pathogen Detection",https://www.mdpi.com/2079-6374/13/7/732,"Y Wang, C Wang, Z Zhou, J Si, S Li, Y Zeng, Y Deng… - Biosensors, 2023 - mdpi.com",https://www.mdpi.com/2079-6374/13/7/732,[HTML] mdpi.com,,3 days ago,"The novel coronavirus is a new strain of coronavirus that  that only the genes 
of the SARS-CoV-2 virus could be  in 266 suspected COVID-19 clinical respiratory tract"
An Estimation of the Antiviral Activity and Toxicity of Biologically Active Substances Obtained from the Raw Materials of Artemisia cina Berg. In Vitro and In …,https://www.mdpi.com/1420-3049/28/14/5413,"M Zhurinov, D Berillo, KB Bazhykova, KD Rakhimov… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5413,[HTML] mdpi.com,https://scholar.google.com/citations?user=Jg_qLEoAAAAJ&hl=en&oi=sra,3 days ago,"SARS-CoV-2; however, these efforts have been only marginally successful. 
The SARS-CoV-2 (COVID-19)  Coronavirus CE manifests itself as plaques filled with dead"
Utility of Presepsin and Interferon-λ3 for Predicting Disease Severity and Clinical Outcomes in COVID-19 Patients,https://www.mdpi.com/2075-4418/13/14/2372,"GH Lee, M Park, M Hur, H Kim, S Lee, HW Moon… - Diagnostics, 2023 - mdpi.com",https://www.mdpi.com/2075-4418/13/14/2372,[HTML] mdpi.com,,3 days ago,"coronavirus 2 (SARS-CoV-2), also known as Coronavirus disease 2019 (COVID-19),  
or older account for a strikingly higher proportion of COVID-19 deaths (81.0–86.2%),"
"Chronic inflammation, neutrophil activity, and autoreactivity splits long COVID",https://www.nature.com/articles/s41467-023-40012-7,"MC Woodruff, KS Bonham, FA Anam, TA Walker… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-40012-7,[HTML] nature.com,https://scholar.google.com/citations?user=-oDHlFYAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic resulting from the emergence of the novel beta-coronavirus 
SARS-CoV-2 has been deeply immunologically investigated 1,2 , and is"
New Phenolic Lipids from the Leaves of Clausena harmandiana Inhibit SARS-CoV-2 Entry into Host Cells,https://www.mdpi.com/1420-3049/28/14/5414,"M Chambon, C Herrscher, D Al Halabi, N François… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5414,[HTML] mdpi.com,,3 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the COVID-19 pandemic 
… antivirals against coronaviruses. In an effort to identify new inhibitors of SARS-CoV-2, a"
Structural delineation and computational design of SARS-CoV-2-neutralizing antibodies against Omicron subvariants,https://www.nature.com/articles/s41467-023-39890-8,"S Moriyama, Y Anraku, S Taminishi, Y Adachi… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-39890-8,[HTML] nature.com,,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) in 2019, the coronavirus 
disease 2019 (COVID-19) pandemic has been a global health issue. SARS-CoV-2 binds the"
A Frame-by-Frame Glance at Membrane Fusion Mechanisms: From Viral Infections to Fertilization,https://www.mdpi.com/2218-273X/13/7/1130,"FC Azimi, TT Dean, K Minari, LGM Basso, TDR Vance… - Biomolecules, 2023 - mdpi.com",https://www.mdpi.com/2218-273X/13/7/1130,[HTML] mdpi.com,https://scholar.google.com/citations?user=pyxove8AAAAJ&hl=en&oi=sra,3 days ago,"of the modern era, including COVID-19, acquired immunodeficiency syndrome 
(AIDS),  In coronaviruses such as SARS-CoV-1 and SARS-CoV-2, the subunit harboring the"
"SARS-CoV-2 Reinfections in Health-Care Workers, 1 March 2020–31 January 2023",https://www.mdpi.com/1999-4915/15/7/1551,"L Cegolon, G Magnano, C Negro, F Larese Filon - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1551,[HTML] mdpi.com,,3 days ago,"the start of the pandemic, since human coronaviruses are known to cause 
reinfection  of doses of COVID-19 vaccine, especially if primary SARS-CoV-2 infection occurred"
A Review: Understanding Molecular Mechanisms of Antibody-Dependent Enhancement in Viral Infections,https://www.mdpi.com/2076-393X/11/7/1240,"J Sawant, A Patil, S Kurle - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1240/pdf,[PDF] mdpi.com,https://scholar.google.com/citations?user=4aZ4LggAAAAJ&hl=en&oi=sra,3 days ago,"of coronavirus disease 2019 (COVID-19) severity state. 2021, 93, 5515–5522. 
51.  (ADE) of SARS-CoV-2 infection in recovered COVID-19 patients: Studies based on"
Impacts on Human Movement in Australian Cities Related to the COVID-19 Pandemic,https://www.mdpi.com/2414-6366/8/7/363,"DJ Weiss, TF Boyhan, M Connell, KA Alene… - Tropical Medicine and …, 2023 - mdpi.com",https://www.mdpi.com/2414-6366/8/7/363,[HTML] mdpi.com,https://scholar.google.com/citations?user=SYjrv70AAAAJ&hl=en&oi=sra,3 days ago,"of SARS-CoV-2. We compared overlapping timeseries of COVID-19 
pandemic-related  Lastly, we found that after restrictions ceased, the subsequent surge in"
Computational Prediction of the Interaction of Ivermectin with Fibrinogen,https://www.mdpi.com/1422-0067/24/14/11449,"P Vottero, S Tavernini, AD Santin, DE Scheim… - International Journal of …, 2023 - mdpi.com",https://www.mdpi.com/1422-0067/24/14/11449,[HTML] mdpi.com,,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) spike  , convalescent, and 
acute COVID-19 patients alike [2].  of COVID-19 (PASC) [4,5,6]. PASC, also known as long"
Vacuum foam drying of docetaxel mixed micelles for improved stability and ovarian cancer treatment,https://www.sciencedirect.com/science/article/pii/S1773224723005993,"KS Patil, AA Hajare, AS Manjappa, HS Dol - Journal of Drug Delivery …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=eMQvxtUAAAAJ&hl=en&oi=sra,3 days ago,"Moreover, the Covid19 pandemic highlighted the challenges related to the 
timely  stability for the medium to long term [13,19]. Vacuum Foam Drying (VFD) has been"
"The role of attachment representation in the relationship between childhood maltreatment, mental health and parental load: A mediation analysis",https://www.sciencedirect.com/science/article/pii/S0145213423003228,"F Köhler-Dauner, L Peter, JM Fegert, U Ziegenhain… - Child Abuse & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0145213423003228,[HTML] sciencedirect.com,,3 days ago,"each divided into age (14–19 years and 20–96 years).  child's mental health 
during SARS-CoV-2-pandemic. All  during coronavirus (COVID-19) pandemic in Singapore"
Application of aptamer-based rapid screening test piece-integrated face mask for detection of viruses,https://www.sciencedirect.com/science/article/pii/S2590137023000717,"YJ Chen, JT Huang - Biosensors and Bioelectronics: X, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2590137023000717,[HTML] sciencedirect.com,,3 days ago,"Coronavirus disease 2019 (COVID-19) has significantly  respiratory 
syndrome-coronavirus 2 (SARS-CoV-2) has become an  The H1N1 hemagglutinin and"
SARS-CoV-2 spike protein induces lung endothelial cell dysfunction and thrombo-inflammation depending on the C3a/C3a receptor signalling,https://www.nature.com/articles/s41598-023-38382-5,"L Perico, M Morigi, A Pezzotta, M Locatelli, B Imberti… - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-38382-5,[HTML] nature.com,https://scholar.google.com/citations?user=v_GcwgYAAAAJ&hl=en&oi=sra,3 days ago,"), is the causative agent of the Coronavirus Disease 2019 (COVID-19), which 
… of severe COVID-19, the pathogenetic mechanisms through which SARS-CoV-2 induces"
"The effect of inflammation, SARS-CoV-2 infection, age and mental health on serotonin, and kynurenine and catecholamine pathway metabolites",https://www.sciencedirect.com/science/article/pii/S0306453023003128,"K Hüfner, S Vedova, P Tymoszuk, P Nelles… - …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306453023003128,[HTML] sciencedirect.com,,3 days ago,"SARS-CoV-2 virus is the causal pathogen of coronavirus disease 2019 (COVID-19). 
Apart from sustained physical disability, mental disorders in millions of individuals"
"Clinical outcomes by supplemental oxygen use in remdesivir-treated, hospitalised adults with COVID-19",https://www.sciencedirect.com/science/article/pii/S2666991923001227,"N Arber, PL Shah, L Assoumou, C Rokx… - Infectious Diseases …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=T8IHFVAAAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) and  been shown against 
multiple SARS-CoV-2 variants (ie,  increased risk of developing severe COVID-19 (eg, age"
"Antiviral and Therapeutic Effects of a Mixture of Boswellia serrata, Commiphora myrrha, and Propolis for SARS-CoV-2",https://journals.sagepub.com/doi/abs/10.1177/1934578X231180709,"MS Yang, YS Lim, B Oh, SC Park… - Natural Product …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/1934578X231180709,[PDF] sagepub.com,https://scholar.google.com/citations?user=p4u3cE4AAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) mainly  in a Syrian hamster 
for SARS-CoV-2 infection, reducing  Boswellia serrata, 51 Commiphora myrrha, 19 and"
The value of the wireless stethoscope in patients with COVID-19 infection in a makeshift hospital,https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-023-01136-5,"Y Zhuge, L Rong, L Ye, J Liu… - BioMedical …, 2023 - biomedical-engineering-online …",https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-023-01136-5,[HTML] biomedcentral.com,,3 days ago,"coronavirus 2 (SARS-CoV-2) has swept across the globe, creating many 
uncertainties in healthcare systems and societies. However, the new SARS-CoV-2  SARS-CoV-2"
Attitude and Acceptance towards COVID-19 Booster Doses among Literacy Advantaged Population in Pakistan: A Cross-Sectional Study,https://www.mdpi.com/2076-393X/11/7/1238,"M Ahmad, A Sattar, S Aroosa, A Majeed, MA Rasheed… - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1238,[HTML] mdpi.com,https://scholar.google.com/citations?user=cS70CqoAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19, caused by coronavirus SARS-CoV-2, has claimed billions of lives  
566 million people have been affected by the COVID-19 virus, resulting in more than 6 million"
A Review of Circumpolar Arctic Marine Mammal Heath—A Call to Action in a Time of Rapid Environmental Change,https://www.mdpi.com/2076-0817/12/7/937,"A Barratclough, SH Ferguson, C Lydersen, PO Thomas… - Pathogens, 2023 - mdpi.com",https://www.mdpi.com/2076-0817/12/7/937,[HTML] mdpi.com,https://scholar.google.com/citations?user=lzuptfoAAAAJ&hl=en&oi=sra,3 days ago,"Isolated cases of coronavirus in live animals and in animals sampled post-mortem  
In light of the global COVID-19 pandemic, increased screening has been conducted on"
Better to Be Unpaid than COVID-19 Vaccinated! A Qualitative Study on Italian Nurses Suspended from Work without Salary,https://www.mdpi.com/2076-393X/11/7/1239,"S Picelli, M Danielis, R Zanotti - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1239,[HTML] mdpi.com,https://scholar.google.com/citations?user=Ej_C9BEAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19 pandemic since 30 January 2020, when the World Health Organization 
(WHO) declared the coronavirus  due to the changing nature of the SARS-CoV-2 virus."
Coptisine Inhibits Influenza Virus Replication by Upregulating p21,https://www.mdpi.com/1420-3049/28/14/5398,"MF He, JH Liang, YN Shen, CW Zhang, KY Yang… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5398,[HTML] mdpi.com,,3 days ago,"days ago - The activation of innate antiviral immunity is a promising approach for combatting 
viral infections. In this study, we screened Chinese herbs that activated human immunity"
The Perception of Workplace Safety and of Risk of Contagion among Preschool Teachers during the COVID-19 Pandemic,https://www.mdpi.com/2227-9067/10/7/1222,"G Bacci, D Converso, I Sottimano, M Martini - Children, 2023 - mdpi.com",https://www.mdpi.com/2227-9067/10/7/1222,[HTML] mdpi.com,https://scholar.google.com/citations?user=3fpuDiYAAAAJ&hl=en&oi=sra,3 days ago,"COVID-19 risk of contagion and the personal contribution of employees to the 
management of COVID-19  [15], the perceived risk of contracting COVID-19 at work could be"
Statistical Modeling Using a New Distribution with Application in Health Data,https://www.mdpi.com/2227-7390/11/14/3108,"AT Abdulrahman, E Alshawarbeh, MM Abd El-Raouf - Mathematics, 2023 - mdpi.com",https://www.mdpi.com/2227-7390/11/14/3108,[HTML] mdpi.com,https://scholar.google.com/citations?user=N2YsJYwAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic, caused by the SARS-CoV-2 virus, has led to 
unprecedented global challenges for public health systems. Statistical distribution models have"
Development of Nano-Sized Copper-Deposited Antimicrobial Air Filters Using a Mixed Melt-Blown Process,https://www.mdpi.com/2079-4991/13/14/2071,"KH Lee, JY Yoo, CJ Park, KH Ahn - Nanomaterials, 2023 - mdpi.com",https://www.mdpi.com/2079-4991/13/14/2071,[HTML] mdpi.com,https://scholar.google.com/citations?user=9fMsHmcAAAAJ&hl=en&oi=sra,3 days ago,"severe acute respiratory syndrome (SARS) and COVID-19, are spreading, with 
many  of aerosolized SARS-coronavirus 2 and SARS-coronavirus 1 viruses within 4–8 h of"
Cold-Chain-Food-Related COVID-19 Surveillance in Guangzhou between July 2020 and December 2022,https://www.mdpi.com/2304-8158/12/14/2701,"Z Chen, X Li, J Zhou, T Zhou, T Lin, C Xu, J Yu, K Li… - Foods, 2023 - mdpi.com",https://www.mdpi.com/2304-8158/12/14/2701,[HTML] mdpi.com,,3 days ago,"Some laboratory studies have shown that severe acute respiratory syndrome 
coronavirus 2 (SARS-CoV-2) remains highly stable under refrigerated (ie, 4 C) and freezing (…"
In silico techniques for screening of key secondary metabolites of medicinal plants,https://www.sciencedirect.com/science/article/pii/B9780443154577000277,"M Dwivedi, PS Nagar, A Joshi, A Trivedi… - Nanotechnology and In …, 2024 - Elsevier",,,https://scholar.google.com/citations?user=OY8uxK0AAAAJ&hl=en&oi=sra,3 days ago,"by which they inhibit SARS-CoV-2 3CLpro activity and to  responsible for 
the replication of the coronavirus.  of the new coronavirus COVID-19, the effectiveness of the"
Virtual screening and molecular docking for the identification of potential antibreast cancer agents targeting estrogen receptor,https://www.sciencedirect.com/science/article/pii/B9780443154577000058,"VL Bhutadiya, KN Mistry - Nanotechnology and In Silico Tools, 2024 - Elsevier",,,https://scholar.google.com/citations?user=sMaLtFoAAAAJ&hl=en&oi=sra,3 days ago,"Structure-based virtual screening and molecular dynamics of phytochemicals 
derived from Saudi medicinal plants to identify potential COVID-19 therapeutics"
A computational approach to identify natural putative inhibitors to combat monkeypox,https://www.sciencedirect.com/science/article/pii/B9780443154577000253,"R Kharwar, M Bhatt, K Patel, S Patel… - Nanotechnology and In …, 2024 - Elsevier",,,https://scholar.google.com/citations?user=mvSTZgwAAAAJ&hl=en&oi=sra,3 days ago,"Globally we succeeded in the Covid-19 situation but we are not sure about 
what will come again in the future in terms of infections and epidemic or pandemic conditions."
Doubts about the COVID-19 vaccine against pregnancy: public trust and government issues in Indonesia,https://academic.oup.com/jpubhealth/advance-article-abstract/doi/10.1093/pubmed/fdad113/7223814,"R Saputra, Y Lidyawati, K Suhardita… - Journal of Public …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=zgtt23MAAAAJ&hl=en&oi=sra,3 days ago,"The controversy surrounding the coronavirus disease 2019 (COVID-19) 
vaccine is whether to believe in it or be forced by the government to take it.Some people are"
Assessment of natural ventilation strategy to decrease the risk of COVID 19 infection at a rural elementary school,https://www.cell.com/heliyon/pdf/S2405-8440(23)05479-8.pdf,"JM Rey-Hernández, Y Arroyo-Gómez… - Heliyon, 2023 - cell.com",https://www.cell.com/heliyon/pdf/S2405-8440(23)05479-8.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=1-ObKxMAAAAJ&hl=en&oi=sra,3 days ago,"when looking at the global pandemic related to SARS-COV-2. This paper 
presents an  the winter months of the Covid 19 pandemic. The school is located in the rural area"
"Down Syndrome is Associated with Altered Frequency and Functioning of Tracheal Multiciliated Cells, and Response to Influenza Virus Infection",https://www.cell.com/iscience/pdf/S2589-0042(23)01438-4.pdf,"SN Thomas, BF Niemeyer, RJ Jimenez-Valdes… - iScience, 2023 - cell.com",https://www.cell.com/iscience/pdf/S2589-0042(23)01438-4.pdf,[PDF] cell.com,,4 days ago,"reported that persons with DS have 4- and 10-fold increased risk for coronavirus 
… of nafamostat against SARS-CoV-2 and seasonal coronaviruses in primary human"
Rapid Antigen tests for SARS-CoV-2–A Synopsis of the Medical Evidence,https://www.sciencedirect.com/science/article/pii/S0732889323001372,"C Wertenauer, M Roskos - Diagnostic Microbiology and Infectious …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0732889323001372,[HTML] sciencedirect.com,,4 days ago,"Diagnostic testing for SARS-CoV-2 is important to contain the COVID-19  
SARS-CoV-2 is the cause of the respiratory disease Coronavirus Disease 2019 (COVID-19…"
"Sensory Ecology, Bioeconomy, and the Age of COVID: A Parallax View of Indigenous and Scientific Knowledge",https://onlinelibrary.wiley.com/doi/abs/10.1111/tops.12666,"GH Shepard Jr, L Daly - Topics in Cognitive Science, 2023 - Wiley Online Library",,,https://scholar.google.com/citations?user=Lotk9igAAAAJ&hl=en&oi=sra,4 days ago,"novel coronavirus SARS-CoV-2 (COVID-19). Drawing examples from our own 
and other published works, we explore the possibilities and limitations of a “parallax view”"
Considerations regarding the use of nonhuman primates in assessing safety endpoints for pharmaceuticals,https://www.sciencedirect.com/science/article/pii/S0273230023001174,"PC Brown, RL Wange - Regulatory Toxicology and Pharmacology, 2023 - Elsevier",,,,4 days ago,"While always in limited supply, the COVID-19 pandemic  increased demand to 
support COVID-19-directed research  Nonhuman primate models for SARS-CoV-2 research:"
Carbon dioxide gasification characteristics of disposable COVID-19 masks using bubbling fluidized bed reactor,https://www.sciencedirect.com/science/article/pii/S0013935123014731,"J young Nam, D Tokmurzin, SM Yoon, HW Ra… - Environmental …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=6s6XQMYAAAAJ&hl=en&oi=sra,4 days ago,"The COVID-19 mask used in this study was a KF94 mask consisting of a filter, 
an ear strap, and a nose wire. The feedstock density was increased during the procedure"
"A single, episodic event of unilateral/bilateral scrotal swelling in a group of adult boars at an Austrian boar stud",https://link.springer.com/article/10.1186/s40813-023-00313-1,"L Schwarz, S Dürlinger, V Martin… - Porcine Health …, 2023 - Springer",https://link.springer.com/article/10.1186/s40813-023-00313-1,[HTML] springer.com,,4 days ago,"As this case occurred during the first lockdown of the COVID-19 pandemic, 
we propose  This case occurred in 2020 when the global coronavirus disease 2019 (COVID-19)"
Primary sclerosing encapsulating peritonitis: a case report,https://link.springer.com/article/10.1186/s13256-023-04020-x,"T Pintar, M Tavčar, A Šušteršič, M Volavšek - Journal of Medical Case …, 2023 - Springer",https://link.springer.com/article/10.1186/s13256-023-04020-x,[HTML] springer.com,,4 days ago,"coronavirus disease 2019 (COVID-19), as severe acute respiratory syndrome 
coronavirus 2 (SARS-CoV-2)  after recovery from severe COVID-19 pneumonia and no other"
Association between ABO blood groups and SARS-CoV-2 infection in blood donors of Puglia region,https://link.springer.com/article/10.1007/s00277-023-05331-1,"…, Seroprevalence COVID Blood Donors Study Group - Annals of …, 2023 - Springer",https://link.springer.com/article/10.1007/s00277-023-05331-1,[HTML] springer.com,,4 days ago,"related to COVID-19, and not to have had any close contact with confirmed 
cases; therefore, they represent a population of choice to assess the susceptibility to infection."
Improving the safety and efficacy of phage therapy from the perspective of phage-mammal interactions,https://academic.oup.com/femsre/advance-article-abstract/doi/10.1093/femsre/fuad042/7223967,"G Zou, L He, J Rao, Z Song, H Du, R Li… - FEMS Microbiology …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=H0XzMz0AAAAJ&hl=en&oi=sra,4 days ago,"days ago - Phage therapy has re-emerged as a promising solution for combating 
antimicrobial-resistant bacterial infections. Increasingly, studies have revealed that phages possess"
Post-COVID-19 rhino-orbito-cerebral mucormycosis-a clinicomycological study from North India,https://academic.oup.com/mmy/advance-article-abstract/doi/10.1093/mmy/myad067/7223978,"J Taneja, K Chatterjee, J Sasidharan… - Medical …, 2023 - academic.oup.com",,,,4 days ago,"caused by SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2 ) 
virus  Invasive fungal infection caused by Fusarium associated with severe COVID-19 has"
Prevalence of Long COVID Symptoms Related to SARS-CoV-2 Strains,https://www.mdpi.com/2075-1729/13/7/1558,"T Aloè, F Novelli, G Puppo, V Pinelli, E Barisione… - Life, 2023 - mdpi.com",https://www.mdpi.com/2075-1729/13/7/1558/pdf,[PDF] mdpi.com,https://scholar.google.com/citations?user=sgHrmHMAAAAJ&hl=en&oi=sra,4 days ago,"In conclusion, this real-world study investigated the prevalence of post 
COVID-19  mortality of patients with coronavirus disease 2019 in Genoa, Italy. Clin. Microbiol."
"… , incidence, and clearance among MSM in Xinjiang, China after implementation of nonpharmaceutical interventions to control COVID-19: An interrupted time …",https://www.sciencedirect.com/science/article/pii/S1201971223006549,"T Tian, L Fu, Z Lu, X Wu, G Luo, B Wang, X Zhou… - International Journal of …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1201971223006549,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=4AYdTq4AAAAJ&hl=en&oi=sra,4 days ago,"This study aimed to assess the effects of COVID-19 nonpharmaceutical 
interventions (NPIs) on the human papillomavirus (HPV) epidemic among men who have sex with"
Rail freight production in Brazil: Projecting scenarios in times of global uncertainty,https://www.sciencedirect.com/science/article/pii/S2210970623000355,"AG Guimarães, A Couto, A Lobo - Journal of Rail Transport Planning & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2210970623000355,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=IK9S2x8AAAAJ&hl=en&oi=sra,4 days ago,"the little-known corona virus SARS-CoV-2. The resulting COVID-19 disease 
spread so fast  There are many previous studies regarding the COVID-19 short- and long-term"
