Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match
Effects of Sulforaphane on SARS‑CoV‑2 infection and NF‑κB dependent expression of genes involved in the COVID‑19 'cytokine storm',https://www.spandidos-publications.com/10.3892/ijmm.2023.5279,"J Gasparello, G Marzaro, C Papi… - International …, 2023 - spandidos-publications.com",https://www.spandidos-publications.com/10.3892/ijmm.2023.5279/download,[PDF] spandidos-publications.com,https://scholar.google.com/citations?user=udikOtQAAAAJ&hl=en&oi=sra,3 days ago,"respi‑ ratory syndrome coronavirus 2 (SARS‑CoV‑2)  of anti‑SARS‑CoV‑2 
vaccines, the COVID‑19 pandemic  ‑ viral agents targeting the SARS‑CoV‑2 life cycle with high"
Infection prevention and control in the medical imaging environment: a Scoping review,https://insightsimaging.springeropen.com/articles/10.1186/s13244-023-01470-1,"YA Jimenez, SJ Lewis - Insights into Imaging, 2023 - insightsimaging.springeropen.com",https://insightsimaging.springeropen.com/articles/10.1186/s13244-023-01470-1,[HTML] springeropen.com,https://scholar.google.com/citations?user=qXAqC2QAAAAJ&hl=en&oi=sra,3 days ago,"The main topics in these publications were operational protocols used by 
radiology departments to safely image patients with suspected or confirmed COVID-19 diagnosis…"
Infection prevention and control in the medical imaging environment: a scoping,https://insightsimaging.springeropen.com/counter/pdf/10.1186/s13244-023-01470-1.pdf,"YA Jimenez, SJ Lewis - 2023 - insightsimaging.springeropen.com",https://insightsimaging.springeropen.com/counter/pdf/10.1186/s13244-023-01470-1.pdf,[PDF] springeropen.com,https://scholar.google.com/citations?user=qXAqC2QAAAAJ&hl=en&oi=sra,3 days ago,"frequently published after 2019, focusing on the COVID-19 pandemic [4–8]. The 
main  with suspected or confirmed COVID-19 diagnosis, and importance of hand hygiene."
Membrane activity of viral proteins,https://link.springer.com/article/10.1007/s12551-023-01097-y,"Z Denieva - Biophysical Reviews, 2023 - Springer",,,,3 days ago,"for antiviral drugs against COVID-19, much attention is  However, the emergence 
of new SARS-CoV-2 coronavirus  For coronavirus SARS-CoV-2, I study the influence of its"
Discovery of novel thiazole derivatives as anti‐breast cancer agents (MCF‐7) and validation of homologous effects on SARS‐CoV‐2 virus using in silico approaches,https://onlinelibrary.wiley.com/doi/abs/10.1002/vjch.202200204,"NM Quang, BTT Linh, TT Uyen… - Vietnam Journal of …, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/pdf/10.1002/vjch.202200204,[PDF] wiley.com,https://scholar.google.com/citations?user=xu7OHBYAAAAJ&hl=en&oi=sra,3 days ago,"a trial of a cancer drug for the SARS-CoV-2 cell line. In  that also shows 
potential in treating COVID-19.[2] In recent  ) of SARS-CoV-2: Mpro is a coronavirus enzyme that"
Safety Signal Generation for Sudden Sensorineural Hearing Loss Following Messenger RNA COVID-19 Vaccination: Postmarketing Surveillance Using the …,https://publichealth.jmir.org/2023/1/e45263,"H Thai-Van, MB Valnet-Rabier… - JMIR Public Health …, 2023 - publichealth.jmir.org",https://publichealth.jmir.org/2023/1/e45263,[HTML] jmir.org,,3 days ago,"SARS-CoV-2, the coronavirus responsible for COVID-… have linked SSNHL 
cases to the COVID-19 outbreak [18-30]. The SARS-CoV-2 spike glycoprotein is known to have"
Acinetobacter baumannii Bloodstream Infections in the COVID-19 Era: A Comparative Analysis between COVID-19 and Non-COVID-19 Critically Ill Patients,https://www.mdpi.com/2076-2607/11/7/1811,"I Andrianopoulos, T Maniatopoulou, N Lagos… - Microorganisms, 2023 - mdpi.com",https://www.mdpi.com/2076-2607/11/7/1811/pdf,[PDF] mdpi.com,,3 days ago,"Patients with a current COVID-19 infection and a  coronavirus 2 (SARS-CoV-2) 
formed group A and patients without COVID-19 infection and a negative PCR SARS-CoV-2"
COVID-19 infection and women's health; which women are more vulnerable in terms of gynecological health?,https://www.researchsquare.com/article/rs-3079652/latest,"AÖ Dirican, MU Ceran, EE Özçimen, AA Çulha… - 2023 - researchsquare.com",https://www.researchsquare.com/article/rs-3079652/latest.pdf,[PDF] researchsquare.com,https://scholar.google.com/citations?user=0oxXFfQAAAAJ&hl=en&oi=sra,3 days ago,"syndrome coronavirus 2 (SARSCoV-2) or COVID 19 virus  , the general 
epidemiology of COVID-19 patients, as well  of SARS-CoV-2 and alter susceptibility to COVID-19"
"Mutations of SARS-CoV-2 Structural Proteins in the Alpha, Beta, Gamma, and Delta Variants: Bioinformatics Analysis",https://bioinform.jmir.org/2023/1/e43906/,"SR Khetran, R Mustafa - JMIR Bioinformatics and Biotechnology, 2023 - bioinform.jmir.org",https://bioinform.jmir.org/2023/1/e43906/,[HTML] jmir.org,,3 days ago,"variant proteins and some previously reported β-coronavirus proteins indicated 
that  of SARS-CoV-2, was first detected in India during the second wave of the COVID-19"
"Knowledge, Attitudes, and Practices Related to Covid-19 in College Students",http://www.journal2.uad.ac.id/index.php/dpphj/article/view/7843,"NF Fauziyah, MU Mahfud - Disease Prevention and Public …, 2023 - journal2.uad.ac.id",http://www.journal2.uad.ac.id/index.php/dpphj/article/download/7843/3726,[PDF] uad.ac.id,,3 days ago,"SARS-CoV-2 by the World Health Organization on February 11, 2020, and 
the disease was named Coronavirus Disease 2019 (Covid19… to coronavirus disease (COVID-19)…"
Reduced Humoral and Cellular Immune Response to Primary COVID-19 mRNA Vaccination in Kidney Transplanted Children Aged 5–11 Years,https://www.mdpi.com/1999-4915/15/7/1553,"JK Lalia, R Schild, M Lütgehetmann, GA Dunay… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1553,[HTML] mdpi.com,,3 days ago,"The situation of limited data concerning the response to COVID-19 mRNA 
vaccinations in  glycoprotein of SARS-CoV-2 Wuhan Hu-1 and Omicron BA.5. Antibodies against"
Changes in Peripheral Immune Cells after the Third Dose of SARS-CoV-2 mRNA-BNT162b2 Vaccine and Disease Outcomes in Cancer Patients Receiving …,https://www.mdpi.com/2072-6694/15/14/3625,"F Nelli, C Signorelli, A Fabbri, D Giannarelli, A Virtuoso… - Cancers, 2023 - mdpi.com",https://www.mdpi.com/2072-6694/15/14/3625,[HTML] mdpi.com,https://scholar.google.com/citations?user=AJl314YAAAAJ&hl=en&oi=sra,3 days ago,"International standards recommend booster immunization against SARS-CoV-2 
in  The results from this study provide evidence that COVID-19 vaccination is unlikely to"
An Observational Study to Develop a Predictive Model for Bacterial Pneumonia Diagnosis in Severe COVID-19 Patients—C19-PNEUMOSCORE,https://www.mdpi.com/2077-0383/12/14/4688,"ES Tanzarella, J Vargas, M Menghini… - Journal of Clinical …, 2023 - mdpi.com",https://www.mdpi.com/2077-0383/12/14/4688,[HTML] mdpi.com,,3 days ago,"syndrome coronavirus 2 (SARS-CoV-2)  SARS-CoV-2 infection; indeed, we 
cannot extrapolate that the score may also be effective in viral infections other than COVID-19."
"Advances in Simple, Rapid, and Contamination-Free Instantaneous Nucleic Acid Devices for Pathogen Detection",https://www.mdpi.com/2079-6374/13/7/732,"Y Wang, C Wang, Z Zhou, J Si, S Li, Y Zeng, Y Deng… - Biosensors, 2023 - mdpi.com",https://www.mdpi.com/2079-6374/13/7/732,[HTML] mdpi.com,,3 days ago,"The novel coronavirus is a new strain of coronavirus that  that only the genes 
of the SARS-CoV-2 virus could be  in 266 suspected COVID-19 clinical respiratory tract"
An Estimation of the Antiviral Activity and Toxicity of Biologically Active Substances Obtained from the Raw Materials of Artemisia cina Berg. In Vitro and In …,https://www.mdpi.com/1420-3049/28/14/5413,"M Zhurinov, D Berillo, KB Bazhykova, KD Rakhimov… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5413,[HTML] mdpi.com,https://scholar.google.com/citations?user=Jg_qLEoAAAAJ&hl=en&oi=sra,3 days ago,"SARS-CoV-2; however, these efforts have been only marginally successful. 
The SARS-CoV-2 (COVID-19)  Coronavirus CE manifests itself as plaques filled with dead"
Utility of Presepsin and Interferon-λ3 for Predicting Disease Severity and Clinical Outcomes in COVID-19 Patients,https://www.mdpi.com/2075-4418/13/14/2372,"GH Lee, M Park, M Hur, H Kim, S Lee, HW Moon… - Diagnostics, 2023 - mdpi.com",https://www.mdpi.com/2075-4418/13/14/2372,[HTML] mdpi.com,,3 days ago,"coronavirus 2 (SARS-CoV-2), also known as Coronavirus disease 2019 (COVID-19),  
or older account for a strikingly higher proportion of COVID-19 deaths (81.0–86.2%),"
Understanding the Oscillations of Epidemic Due to Vaccine Hesitancy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4495217,"A Morciglio, RKP Zia, J Hyman, Y Jiang - Available at SSRN 4495217 - papers.ssrn.com",,,https://scholar.google.com/citations?user=zegL-yYAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic, caused by SARS-CoV-2,  of the COVID-19 pandemic. 
Mass vaccination for  moderately transmissible pathogens (eg, SARS-CoV-2), we will not"
Bifunctional Polyimide/Zif8 Composite Nanofibrous Membranes with Controllable Bilayer Structure for Bioprotective Application and High-Efficiency Oil/Water …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4510145,"M Chen, X Cheng, J Li, N Wang - Water Separation - papers.ssrn.com",,,,3 days ago,"days ago - A multi-use fibrous filter medium composed of an electrospun polyimide (PI) 
nanofiber layer and a functional zeolitic imidazolate framework-8 (ZIF8) nanofilm layer was"
Direct Virus Capture Assay for Label-Free Detection of Sars-Cov-2 Virions Using Laser Microscopy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4494421,"A Pennesi, G Ferrari, F Giardina, S Piselli… - Available at SSRN … - papers.ssrn.com",,,https://scholar.google.com/citations?user=1hVZLzsAAAAJ&hl=en&oi=sra,3 days ago,"SARS-CoV-2 is the causal agent of the COVID-19 pandemic, which from late 
2019  novel coronavirus called SARS-CoV-2 (severe acute respiratory syndrome coronavirus"
Relationship Between Azithromycin and Cardiovascular Outcomes in Unvaccinated Patients With COVID‐19 and Preexisting Cardiovascular Disease,https://www.ahajournals.org/doi/abs/10.1161/JAHA.122.028939,"M Bergami, O Manfrini, S Nava… - Journal of the …, 2023 - Am Heart Assoc",https://www.ahajournals.org/doi/pdf/10.1161/JAHA.122.028939,[PDF] ahajournals.org,https://scholar.google.com/citations?user=5xerUvsAAAAJ&hl=en&oi=sra,3 days ago,"‐COVID‐19 (International Survey of Acute Coronavirus  the SARS‐CoV‐2 
variants of interest through sequencing, we may attribute the clinical manifestation of COVID‐19"
COVID-19 y uso de vacunaciÃ³n de emergencia en el embarazo,https://revginecobstetricia.sld.cu/index.php/gin/article/view/1131,"JAA Estrada, CAA Herazo… - Revista Cubana de …, 2023 - revginecobstetricia.sld.cu",https://revginecobstetricia.sld.cu/index.php/gin/article/download/1131/761,[PDF] sld.cu,,3 days ago,"COVID-19 se dedica esta revisión bibliográfica, específicamente a las 
características generales del virus SARSCoV-2… coronavirus SARS-CoV-2 es el séptimo"
"Chronic inflammation, neutrophil activity, and autoreactivity splits long COVID",https://www.nature.com/articles/s41467-023-40012-7,"MC Woodruff, KS Bonham, FA Anam, TA Walker… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-40012-7,[HTML] nature.com,https://scholar.google.com/citations?user=-oDHlFYAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic resulting from the emergence of the novel beta-coronavirus 
SARS-CoV-2 has been deeply immunologically investigated 1,2 , and is"
New Phenolic Lipids from the Leaves of Clausena harmandiana Inhibit SARS-CoV-2 Entry into Host Cells,https://www.mdpi.com/1420-3049/28/14/5414,"M Chambon, C Herrscher, D Al Halabi, N François… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5414,[HTML] mdpi.com,,3 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the COVID-19 pandemic 
… antivirals against coronaviruses. In an effort to identify new inhibitors of SARS-CoV-2, a"
"The Unique Deletion, Insertion and Point Mutation in The Upstream of Nucleocapsid (N) Gene of Different Covid-19 Variants Suggests Differential Translational …",https://www.opastpublishers.com/open-access-articles/the-unique-deletion-insertion-and-point-mutation-in-the-upstream-of-nucleocapsid-n-gene-of-different-covid19-variants-su.pdf,"AK Chakraborty - Transl Med OA, 2023 - opastpublishers.com",https://www.opastpublishers.com/open-access-articles/the-unique-deletion-insertion-and-point-mutation-in-the-upstream-of-nucleocapsid-n-gene-of-different-covid19-variants-su.pdf,[PDF] opastpublishers.com,,3 days ago,"diagnostic tools for SARS-CoV-2 [44,45]. The replication of COVID-19 virus 
has been  the VOC of coronaviruses with possible difference in transcriptional regulations."
Myocarditis in COVID-19: a focus on the pediatric population,https://www.researchgate.net/profile/Bshara_Sleem/publication/372317630_Myocarditis_in_COVID-19_A_Focus_on_the_Pediatric_Population/links/64afde3695bbbe0c6e3073dc/Myocarditis-in-COVID-19-A-Focus-on-the-Pediatric-Population.pdf,"B Sleem, R Zareef, F Bitar, M Arabi - Am J Cardiovasc Dis, 2023 - researchgate.net",https://www.researchgate.net/profile/Bshara_Sleem/publication/372317630_Myocarditis_in_COVID-19_A_Focus_on_the_Pediatric_Population/links/64afde3695bbbe0c6e3073dc/Myocarditis-in-COVID-19-A-Focus-on-the-Pediatric-Population.pdf,[PDF] researchgate.net,https://scholar.google.com/citations?user=_RK_qO8AAAAJ&hl=en&oi=sra,3 days ago,"as the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and 
was determined to be the causative agent of coronavirus disease 2019 (COVID-19). A few"
SOCIO-PSYCHOLOGICAL IMPACT AND CHANGING PERSPECTIVE OF COVID-19 ON INDIAN SOCIETY,https://www.researchgate.net/profile/Aditi-Goyal-9/publication/372251403_SOCIAL_AND_LEGAL_IMPACT_OF_COVID-19_ON_WOMEN_EDITED_BY_Jai_Mala_Geetika_Sood_Piyush_Parimoo_and_A_chapter_on_EXPLORING_THE_IMPACTS_OF_COVID-19_ON_INDIAN_WOMEN_IN_TERMS_OF_DOMESTIC_VIOLENCE/links/64ad255b95bbbe0c6e2c8177/SOCIAL-AND-LEGAL-IMPACT-OF-COVID-19-ON-WOMEN-EDITED-BY-Jai-Mala-Geetika-Sood-Piyush-Parimoo-and-A-chapter-on-EXPLORING-THE-IMPACTS-OF-COVID-19-ON-INDIAN-WOMEN-IN-TERMS-OF-DOMESTIC-VIOLENCE.pdf#page=190,A Bahri - SOCIAL AND LEGAL IMPACT OF - researchgate.net,https://www.researchgate.net/profile/Aditi-Goyal-9/publication/372251403_SOCIAL_AND_LEGAL_IMPACT_OF_COVID-19_ON_WOMEN_EDITED_BY_Jai_Mala_Geetika_Sood_Piyush_Parimoo_and_A_chapter_on_EXPLORING_THE_IMPACTS_OF_COVID-19_ON_INDIAN_WOMEN_IN_TERMS_OF_DOMESTIC_VIOLENCE/links/64ad255b95bbbe0c6e2c8177/SOCIAL-AND-LEGAL-IMPACT-OF-COVID-19-ON-WOMEN-EDITED-BY-Jai-Mala-Geetika-Sood-Piyush-Parimoo-and-A-chapter-on-EXPLORING-THE-IMPACTS-OF-COVID-19-ON-INDIAN-WOMEN-IN-TERMS-OF-DOMESTIC-VIOLENCE.pdf#page=190,[PDF] researchgate.net,,3 days ago,"The outbreak of coronavirus disease 2019 (COVID-19) has  The coronavirus 
outbreak came into the light on  named SARS-CoV-2 and the disease is now called COVID-19"
Structural delineation and computational design of SARS-CoV-2-neutralizing antibodies against Omicron subvariants,https://www.nature.com/articles/s41467-023-39890-8,"S Moriyama, Y Anraku, S Taminishi, Y Adachi… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-39890-8,[HTML] nature.com,,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) in 2019, the coronavirus 
disease 2019 (COVID-19) pandemic has been a global health issue. SARS-CoV-2 binds the"
A Frame-by-Frame Glance at Membrane Fusion Mechanisms: From Viral Infections to Fertilization,https://www.mdpi.com/2218-273X/13/7/1130,"FC Azimi, TT Dean, K Minari, LGM Basso, TDR Vance… - Biomolecules, 2023 - mdpi.com",https://www.mdpi.com/2218-273X/13/7/1130,[HTML] mdpi.com,https://scholar.google.com/citations?user=pyxove8AAAAJ&hl=en&oi=sra,3 days ago,"of the modern era, including COVID-19, acquired immunodeficiency syndrome 
(AIDS),  In coronaviruses such as SARS-CoV-1 and SARS-CoV-2, the subunit harboring the"
"SARS-CoV-2 Reinfections in Health-Care Workers, 1 March 2020–31 January 2023",https://www.mdpi.com/1999-4915/15/7/1551,"L Cegolon, G Magnano, C Negro, F Larese Filon - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1551,[HTML] mdpi.com,,3 days ago,"the start of the pandemic, since human coronaviruses are known to cause 
reinfection  of doses of COVID-19 vaccine, especially if primary SARS-CoV-2 infection occurred"
A Review: Understanding Molecular Mechanisms of Antibody-Dependent Enhancement in Viral Infections,https://www.mdpi.com/2076-393X/11/7/1240,"J Sawant, A Patil, S Kurle - Vaccines, 2023 - mdpi.com",https://www.mdpi.com/2076-393X/11/7/1240/pdf,[PDF] mdpi.com,https://scholar.google.com/citations?user=4aZ4LggAAAAJ&hl=en&oi=sra,3 days ago,"of coronavirus disease 2019 (COVID-19) severity state. 2021, 93, 5515–5522. 
51.  (ADE) of SARS-CoV-2 infection in recovered COVID-19 patients: Studies based on"
Impacts on Human Movement in Australian Cities Related to the COVID-19 Pandemic,https://www.mdpi.com/2414-6366/8/7/363,"DJ Weiss, TF Boyhan, M Connell, KA Alene… - Tropical Medicine and …, 2023 - mdpi.com",https://www.mdpi.com/2414-6366/8/7/363,[HTML] mdpi.com,https://scholar.google.com/citations?user=SYjrv70AAAAJ&hl=en&oi=sra,3 days ago,"of SARS-CoV-2. We compared overlapping timeseries of COVID-19 
pandemic-related  Lastly, we found that after restrictions ceased, the subsequent surge in"
E-Learning in Higher Education during the COVID-19 Pandemic: A Bibliometric Analysis,https://sciendo.com/pdf/10.2478/picbe-2023-0164,"AL Prioteasa, CN Ciocoiu, L Lazăr… - Proceedings of the …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0164,[PDF] sciendo.com,https://scholar.google.com/citations?user=VTL_wMUAAAAJ&hl=en&oi=sra,3 days ago,"It is undeniable that the COVID-19 pandemic has caused  in the context of 
COVID-19 that captures the main  „COVID-19”, the search string included coronavirus OR"
Digital Transformation during COVID-19 Pandemic–a Bibliometric Analysis,https://sciendo.com/pdf/10.2478/picbe-2023-0181,"AC Tîrnovanu, M Năstase, JA Șișu… - Proceedings of the …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0181,[PDF] sciendo.com,https://scholar.google.com/citations?user=Y57pz9kAAAAJ&hl=en&oi=sra,3 days ago,"a variety of keywords related to the COVID-19 pandemic (""COVID-19"" OR ""COVID19"" 
OR ""pandemic"" OR ""coronavirus disease 2019"" OR ""SARS-CoV-2"") and (""digital"
The Impact of COVID-19 on Tourist Destinations in Romania,https://sciendo.com/pdf/10.2478/picbe-2023-0052,"D Nancu, M Mieila, AM Manole… - Proceedings of the …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0052,[PDF] sciendo.com,https://scholar.google.com/citations?user=daO8AygAAAAJ&hl=en&oi=sra,3 days ago,"The SARS-COV-2 virus emerged and developed at a time when the tourism 
industry was in the process of transitioning to sustainable tourism. Action plans initiated and"
COVID-19 Impact on Romania's Agri-Food Trade: Opportunity or Threat,https://sciendo.com/article/10.2478/picbe-2023-0030,"I Saracutu - Proceedings of the International Conference on …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0030,[PDF] sciendo.com,,3 days ago,"and food demand - COVID-19 influenced the whole  from work due to 
SARS-CoV-2 virus or travel restrictions; d)  Also for the Romanian agri-food sector, the coronavirus"
Resilience of the Management of Healthcare Providers Caused by the COVID-19 Pandemic,https://sciendo.com/pdf/10.2478/picbe-2023-0149,"IM Savin - Proceedings of the International Conference on …, 2023 - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0149,[PDF] sciendo.com,,3 days ago,"of infection with the SARS-CoV-2 virus. The mission of  in Romania during the 
COVID-19 pandemic and to provide  of information about the coronavirus. People should be"
Meters Wide: A Failed Mediatic Annexation of Sporting Heroes During Pandemic Times?,https://sciendo.com/article/10.2478/picbe-2023-0130,"VI Roşca, VT Burnar - Proceedings of the International Conference on … - sciendo.com",https://sciendo.com/pdf/10.2478/picbe-2023-0130,[PDF] sciendo.com,https://scholar.google.com/citations?user=Iu1zjgUAAAAJ&hl=en&oi=sra,3 days ago,"down the spread of the SARS-CoV-2 virus, people were  find out if and how 
the Covid-19 public health crisis has  the challenges of the Coronavirus pandemic with the aid"
AKTIFITAS IMUNNOSTIMULAN EKSTRAK DAUN SUNGKAI SEBAGAI ALTERNATIF OBAT PENINGKAT DAYA TAHAN TUBUH DI MASA PANDEMI COVID-19 …,http://repository.unaja.ac.id/id/eprint/47/1/LAPORAN%20penelitian%20Septa%20Pratama%2C%20S.Farm.%2CM.Sc.T.H.%2CApt%2C%201022109102.pdf,"P Septa, S Farm, AM Sc TH, DP Puspa, S Farm - repository.unaja.ac.id",http://repository.unaja.ac.id/id/eprint/47/1/LAPORAN%20penelitian%20Septa%20Pratama%2C%20S.Farm.%2CM.Sc.T.H.%2CApt%2C%201022109102.pdf,[PDF] unaja.ac.id,,3 days ago,"coronavirus baru yaitu Sars-CoV-2, yang dilaporkan pertama kali di Wuhan 
Tiongkok pada tanggal 31 Desember 2019. COVID-19  virus SARS-Cov-2 penyebab COVID-19…"
Patient report on the impact of COVID-19 and living with lung cancer,https://www.jtocrr.org/article/S2666-3643(23)00092-9/abstract,"TM Chihuri, UB Roy, A Moore, AM Baird, TL Grant… - JTO Clinical and … - jtocrr.org",https://www.jtocrr.org/article/S2666-3643(23)00092-9/pdf,[PDF] jtocrr.org,,3 days ago,"Coronavirus disease (COVID-19) is an infectious disease caused by the 
SARS-CoV-2 virus that poses a significant risk of severe morbidity and mortality with"
Tackling covid-19 variants,https://www.bmj.com/content/382/bmj.p1603,"K Shioda - bmj, 2023 - bmj.com",,,,3 days ago,"of covid-19 infections.1 Epidemiologists detected an increase in SARS-CoV-2 
positive  . Presence of SARS-Coronavirus-2 RNA in sewage and correlation with reported"
SECURE AND EARLY DETECTION FRAMEWORK FOR COVID-19: STANDARDIZATION OF CLINICAL PROCESS,https://books.google.com/books?hl=en&lr=&id=awbLEAAAQBAJ&oi=fnd&pg=PA297&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=NexqnISxdS&sig=0GYCaKqrpOVxQYwl8nmebPhxDgw,"V PATHAK, AK PANDEY… - … : Recent Trends in AI …, 2023 - books.google.com",,,,3 days ago,"Coronavirus (COVID-19) is the major outbreak in the whole country or we can 
say  COVID-19 is spreading through human touch or by touching the things that came in"
Computational Prediction of the Interaction of Ivermectin with Fibrinogen,https://www.mdpi.com/1422-0067/24/14/11449,"P Vottero, S Tavernini, AD Santin, DE Scheim… - International Journal of …, 2023 - mdpi.com",https://www.mdpi.com/1422-0067/24/14/11449,[HTML] mdpi.com,,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) spike  , convalescent, and 
acute COVID-19 patients alike [2].  of COVID-19 (PASC) [4,5,6]. PASC, also known as long"
Vacuum foam drying of docetaxel mixed micelles for improved stability and ovarian cancer treatment,https://www.sciencedirect.com/science/article/pii/S1773224723005993,"KS Patil, AA Hajare, AS Manjappa, HS Dol - Journal of Drug Delivery …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=eMQvxtUAAAAJ&hl=en&oi=sra,3 days ago,"Moreover, the Covid19 pandemic highlighted the challenges related to the 
timely  stability for the medium to long term [13,19]. Vacuum Foam Drying (VFD) has been"
An outbreak investigation of parechovirus-A3 in a newborn nursery,https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/an-outbreak-investigation-of-parechovirusa3-in-a-newborn-nursery/6FE10ADD4DE087ED4AE238D2283CC440,"Y Aizawa, K Saeki, K Mori, T Ikuse… - Infection Control & …, 2023 - cambridge.org",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6FE10ADD4DE087ED4AE238D2283CC440/S0899823X23001423a.pdf/an_outbreak_investigation_of_parechovirusa3_in_a_newborn_nursery.pdf,[PDF] cambridge.org,https://scholar.google.com/citations?user=9NHhJpkAAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) was  with a Loopamp 
2019-SARS-CoV-2 Detection Reagent Kit (… of novel coronavirus disease (COVID-19) using loop-…"
"Особенности внутрисердечной гемодинамики у пациентов с острым инфарктом миокарда с подъемом сегмента ST, перенесших COVID-19",https://cyberleninka.ru/article/n/osobennosti-vnutriserdechnoy-gemodinamiki-u-patsientov-s-ostrym-infarktom-miokarda-s-podemom-segmenta-st-perenesshih-covid-19,"ВП Михин, АИ Гиндлер, НВ Заикина… - Человек и его …, 2023 - cyberleninka.ru",https://cyberleninka.ru/article/n/osobennosti-vnutriserdechnoy-gemodinamiki-u-patsientov-s-ostrym-infarktom-miokarda-s-podemom-segmenta-st-perenesshih-covid-19,[HTML] cyberleninka.ru,,3 days ago,"Influence of COVID 19 coronavirus infection on the severity of coronary 
heart disease course and the risk of acute myocardial infarction. Bulletin ofKazNMU. 2022; (1):121-…"
… аспекты гиперестезии зубов и пути ее устранения у пожилых пациентов после перенесенной новой коронавирусной инфекции COVID-19,https://cyberleninka.ru/article/n/patofiziologicheskie-aspekty-giperestezii-zubov-i-puti-ee-ustraneniya-u-pozhilyh-patsientov-posle-perenesennoy-novoy-koronavirusnoy,"ММ Швецов, ИИ Бобынцев… - Человек и его …, 2023 - cyberleninka.ru",https://cyberleninka.ru/article/n/patofiziologicheskie-aspekty-giperestezii-zubov-i-puti-ee-ustraneniya-u-pozhilyh-patsientov-posle-perenesennoy-novoy-koronavirusnoy,[HTML] cyberleninka.ru,,3 days ago,"undergone a new coronavirus infection COVID-19. Objective… after a new 
coronavirus infection COVID-19. Material  old) who had a new coronavirus infection COVID-19 2-4"
"Особенности течения раннего неонатального периода у новорожденных от матерей, перенесших COVID-19 во время беременности (пилотное …",https://cyberleninka.ru/article/n/osobennosti-techeniya-rannego-neonatalnogo-perioda-u-novorozhdennyh-ot-materey-perenesshih-covid-19-vo-vremya-beremennosti-pilotnoe,"ОГ Бец, АА Корнилов, ИГ Хмелевская - Человек и его здоровье, 2023 - cyberleninka.ru",https://cyberleninka.ru/article/n/osobennosti-techeniya-rannego-neonatalnogo-perioda-u-novorozhdennyh-ot-materey-perenesshih-covid-19-vo-vremya-beremennosti-pilotnoe,[HTML] cyberleninka.ru,,3 days ago,"реакции (ПЦР) на SARS-CoV-2. Ни в одном образце  тестов на SARS-CoV-2 
выявлено не было [15].  with a new coronavirus infection COVID-19. Methodological"
"… PAD, DAN EFISIENSI PAD TERHADAP KINERJA KEUANGAN PEMERINTAH KABUPATEN SAROLANGUN SEBELUM DAN SELAMA PANDEMI COVID-19",https://repository.unja.ac.id/53299/,R RISZKI - 2023 - repository.unja.ac.id,https://repository.unja.ac.id/53299/6/BAB%20I%20RISZKI.pdf,[PDF] unja.ac.id,,3 days ago,"SARS-Cov 2 yang menyerang pada sitem pernapasan atau yang dikenal familiar 
dengan nama Covid-19  Covid-19 tercatat muncul di Indonesia tanggal 2 Maret 2020 di"
"The role of attachment representation in the relationship between childhood maltreatment, mental health and parental load: A mediation analysis",https://www.sciencedirect.com/science/article/pii/S0145213423003228,"F Köhler-Dauner, L Peter, JM Fegert, U Ziegenhain… - Child Abuse & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0145213423003228,[HTML] sciencedirect.com,,3 days ago,"each divided into age (14–19 years and 20–96 years).  child's mental health 
during SARS-CoV-2-pandemic. All  during coronavirus (COVID-19) pandemic in Singapore"
